id,category,confidence
7,SE for FM/LLM/GenAI,9
5414,Others,9
3985,Others,9
3706,Others,9
4675,Others,9
1969,Others,9
2772,Others,9
6509,Others,9
2092,SE for FM/LLM/GenAI,8
2544,SE for FM/LLM/GenAI,9
381,FM/LLM/GenAI for SE,8
6534,SE for FM/LLM/GenAI,9
1229,Others,9
2015,Others,9
1103,FM/LLM/GenAI for SE,9
3682,Others,9
2997,Others,9
2391,SE for FM/LLM/GenAI,8
4779,Others,9
4606,Others,9
3237,Others,9
7081,Others,9
4069,FM/LLM/GenAI for SE,9
6580,Others,9
2188,Others,9
4877,Others,9
2977,Others,9
914,SE for FM/LLM/GenAI,9
5145,Others,9
2401,SE for FM/LLM/GenAI,9
4757,Others,9
5229,Others,9
1663,Others,9
4671,Others,9
5497,Others,9
2442,SE for FM/LLM/GenAI,9
3098,Others,9
5108,Others,8
950,Others,9
4217,SE for FM/LLM/GenAI,9
2451,SE for FM/LLM/GenAI,9
4970,Others,9
203,SE for FM/LLM/GenAI,9
2062,Others,9
551,Others,9
7083,Others,9
3096,SE for FM/LLM/GenAI,8
1042,Others,9
351,SE for FM/LLM/GenAI,9
4306,Others,9
6515,Others,9
4622,SE for FM/LLM/GenAI,9
586,Others,9
175,SE for FM/LLM/GenAI,9
6665,Others,9
6777,Others,10
567,Others,9
5168,Others,9
6897,Others,10
2868,Others,9
2005,Others,9
454,SE for FM/LLM/GenAI,8
5300,Others,9
4230,Others,9
3642,Others,9
6803,Others,10
1096,SE for FM/LLM/GenAI,9
3820,Others,9
6671,SE for FM/LLM/GenAI,8
4950,Others,9
440,SE for FM/LLM/GenAI,8
3033,SE for FM/LLM/GenAI,9
3878,SE for FM/LLM/GenAI,9
2854,Others,9
1676,Others,9
517,SE for FM/LLM/GenAI,9
4448,Others,9
115,SE for FM/LLM/GenAI,9
3755,Others,9
2459,SE for FM/LLM/GenAI,8
4005,Others,9
6761,Others,9
3670,SE for FM/LLM/GenAI,9
1285,SE for FM/LLM/GenAI,8
3722,Others,9
6972,Others,9
6306,Others,9
3658,Others,9
2246,Others,8
2551,Others,9
3046,Others,9
1330,FM/LLM/GenAI for SE,9
3886,Others,9
2496,SE for FM/LLM/GenAI,9
6415,Others,9
6485,SE for FM/LLM/GenAI,8
1879,SE for FM/LLM/GenAI,9
479,Others,9
3385,Others,9
664,SE for FM/LLM/GenAI,8
6818,Others,9
2981,SE for FM/LLM/GenAI,9
3665,Others,9
5490,Others,9
6794,Others,9
828,SE for FM/LLM/GenAI,9
1600,Others,10
3599,FM/LLM/GenAI for SE,8
6819,Others,9
5177,Others,9
5815,SE for FM/LLM/GenAI,8
2620,SE for FM/LLM/GenAI,8
3290,Others,9
6500,Others,9
7071,Others,9
6367,Others,9
281,Others,9
1149,Others,8
2537,FM/LLM/GenAI for SE,8
4308,Others,9
855,Others,9
1039,Others,9
142,SE for FM/LLM/GenAI,9
5127,FM/LLM/GenAI for SE,9
531,Others,9
4093,Others,9
3870,SE for FM/LLM/GenAI,9
2767,Others,9
3874,Others,9
4355,SE for FM/LLM/GenAI,8
5664,Others,9
3207,SE for FM/LLM/GenAI,9
5765,Others,9
1941,Others,9
1991,SE for FM/LLM/GenAI,8
6384,Others,9
4162,Others,9
527,Others,9
2023,Others,9
2975,Others,9
1293,SE for FM/LLM/GenAI,8
1170,SE for FM/LLM/GenAI,9
6838,Others,9
1754,SE for FM/LLM/GenAI,8
6369,Others,9
5213,Others,9
205,SE for FM/LLM/GenAI,8
6651,Others,9
6065,Others,9
6019,Others,9
265,Others,9
4082,Others,9
4994,Others,9
278,Others,9
6523,SE for FM/LLM/GenAI,8
5046,Others,9
3834,Others,9
4190,SE for FM/LLM/GenAI,8
2689,SE for FM/LLM/GenAI,8
3461,Others,9
4018,Others,9
478,Others,9
2948,SE for FM/LLM/GenAI,8
4624,Others,9
6425,Others,9
6677,Others,9
769,FM/LLM/GenAI for SE,9
835,FM/LLM/GenAI for SE,9
1006,Others,9
2785,SE for FM/LLM/GenAI,8
994,Others,9
4235,Others,9
1648,Others,9
6561,SE for FM/LLM/GenAI,8
4055,SE for FM/LLM/GenAI,8
6251,Others,9
2409,SE for FM/LLM/GenAI,9
3951,Others,9
2901,Others,9
292,Others,9
638,SE for FM/LLM/GenAI,9
902,Others,9
148,SE for FM/LLM/GenAI,8
5698,Others,9
5853,Others,9
2247,SE for FM/LLM/GenAI,9
2395,SE for FM/LLM/GenAI,9
4655,Others,9
225,Others,9
912,Others,9
4870,Others,9
7032,SE for FM/LLM/GenAI,8
870,FM/LLM/GenAI for SE,9
4679,SE for FM/LLM/GenAI,9
4075,SE for FM/LLM/GenAI,8
5287,SE for FM/LLM/GenAI,8
3492,Others,9
5800,Others,9
5969,Others,9
2958,Others,9
1131,Others,8
6141,Others,9
3436,SE for FM/LLM/GenAI,9
109,SE for FM/LLM/GenAI,8
6229,Others,9
3106,Others,9
1965,SE for FM/LLM/GenAI,9
1075,FM/LLM/GenAI for SE,8
4037,Others,9
1304,Others,9
714,Others,8
2654,SE for FM/LLM/GenAI,9
5922,Others,9
7102,Others,9
444,SE for FM/LLM/GenAI,9
110,FM/LLM/GenAI for SE,8
6902,Others,10
7007,Others,9
356,FM/LLM/GenAI for SE,9
6401,Others,9
5493,Others,9
6630,Others,9
632,FM/LLM/GenAI for SE,9
1916,SE for FM/LLM/GenAI,8
4141,Others,9
3235,Others,9
1497,Others,9
3548,SE for FM/LLM/GenAI,9
2842,Others,9
4909,Others,9
4309,Others,9
4733,Others,9
5711,Others,9
342,SE for FM/LLM/GenAI,8
6965,Others,9
4207,SE for FM/LLM/GenAI,9
6786,Others,9
5522,Others,8
4974,Others,9
1631,Others,9
4769,Others,9
6365,Others,9
4696,Others,9
7038,SE for FM/LLM/GenAI,8
4115,Others,9
3396,Others,9
5613,SE for FM/LLM/GenAI,9
1855,SE for FM/LLM/GenAI,8
5498,Others,9
398,SE for FM/LLM/GenAI,8
3705,Others,9
499,SE for FM/LLM/GenAI,8
2696,Others,9
6501,Others,9
1289,FM/LLM/GenAI for SE,8
3702,SE for FM/LLM/GenAI,9
2999,SE for FM/LLM/GenAI,9
6165,SE for FM/LLM/GenAI,8
3882,Others,9
57,SE for FM/LLM/GenAI,8
3349,Others,9
1051,SE for FM/LLM/GenAI,8
6474,Others,9
4189,Others,9
3587,Others,9
4483,Others,9
6695,SE for FM/LLM/GenAI,8
3601,FM/LLM/GenAI for SE,9
31,SE for FM/LLM/GenAI,8
6492,SE for FM/LLM/GenAI,9
5383,Others,9
2715,Others,9
3840,Others,9
6754,Others,9
3084,SE for FM/LLM/GenAI,8
4468,Others,9
1071,SE for FM/LLM/GenAI,8
3400,SE for FM/LLM/GenAI,9
3524,Others,9
6477,SE for FM/LLM/GenAI,8
6539,Others,9
1351,SE for FM/LLM/GenAI,9
1126,Others,9
4922,Others,9
1337,FM/LLM/GenAI for SE,9
6498,FM/LLM/GenAI for SE,8
6731,Others,9
4248,Others,9
4367,SE for FM/LLM/GenAI,9
2349,SE for FM/LLM/GenAI,8
6834,Others,9
219,Others,9
4414,Others,9
3991,Others,9
4949,Others,9
6451,Others,9
3453,Others,9
3939,Others,9
1857,Others,9
4918,Others,9
61,SE for FM/LLM/GenAI,8
4712,Others,9
4239,Others,9
6578,Others,9
5744,Others,9
3731,Others,9
1245,FM/LLM/GenAI for SE,8
927,SE for FM/LLM/GenAI,8
5762,Others,9
6355,SE for FM/LLM/GenAI,8
7068,SE for FM/LLM/GenAI,8
5261,Others,9
4176,Others,9
1273,Others,9
3807,Others,9
6309,SE for FM/LLM/GenAI,8
6392,Others,9
276,Others,9
157,FM/LLM/GenAI for SE,9
6487,Others,9
487,SE for FM/LLM/GenAI,8
5167,Others,9
4062,Others,9
569,Others,9
74,SE for FM/LLM/GenAI,8
5973,Others,9
151,SE for FM/LLM/GenAI,8
3181,Others,9
212,Others,8
4556,Others,9
1797,SE for FM/LLM/GenAI,8
7047,SE for FM/LLM/GenAI,8
1635,Others,9
128,SE for FM/LLM/GenAI,9
4462,Others,9
9,FM/LLM/GenAI for SE,8
6343,Others,9
2575,FM/LLM/GenAI for SE,8
5373,Others,9
2928,Others,9
6328,Others,9
2178,SE for FM/LLM/GenAI,8
456,SE for FM/LLM/GenAI,9
1621,Others,9
2393,FM/LLM/GenAI for SE,8
6463,Others,9
3487,Others,9
3846,Others,9
4737,SE for FM/LLM/GenAI,8
818,Others,9
1342,FM/LLM/GenAI for SE,7
4525,SE for FM/LLM/GenAI,8
6845,Others,9
6519,SE for FM/LLM/GenAI,9
3556,Others,9
2706,Others,9
3267,Others,9
3383,Others,9
6406,Others,9
1585,Others,9
73,SE for FM/LLM/GenAI,8
6585,FM/LLM/GenAI for SE,9
5321,FM/LLM/GenAI for SE,9
2162,SE for FM/LLM/GenAI,8
4175,Others,9
7086,Others,9
45,SE for FM/LLM/GenAI,8
3340,Others,9
1369,FM/LLM/GenAI for SE,8
3229,Others,9
4437,Others,9
1183,Others,9
2557,Others,9
3217,Others,9
5257,Others,9
3967,Others,9
307,SE for FM/LLM/GenAI,8
2782,Others,9
4238,Others,9
4359,SE for FM/LLM/GenAI,8
5702,SE for FM/LLM/GenAI,8
1024,SE for FM/LLM/GenAI,8
430,SE for FM/LLM/GenAI,9
3934,Others,9
3239,Others,9
2511,SE for FM/LLM/GenAI,9
2838,Others,9
576,Others,9
5572,Others,9
6347,Others,9
2301,SE for FM/LLM/GenAI,8
3760,Others,9
3571,SE for FM/LLM/GenAI,9
5188,Others,9
1997,SE for FM/LLM/GenAI,8
1175,Others,9
5625,FM/LLM/GenAI for SE,9
3066,Others,9
921,SE for FM/LLM/GenAI,8
6098,Others,9
6375,Others,9
6299,Others,9
1573,Others,9
2243,Others,9
5412,Others,9
3633,Others,9
2577,FM/LLM/GenAI for SE,8
4008,Others,9
6550,Others,9
4567,Others,9
3949,Others,9
6634,SE for FM/LLM/GenAI,8
4285,Others,9
1169,SE for FM/LLM/GenAI,8
737,SE for FM/LLM/GenAI,8
4659,Others,9
3861,Others,9
4855,SE for FM/LLM/GenAI,8
6188,Others,9
5808,Others,9
4730,Others,9
1705,Others,9
1185,Others,9
207,SE for FM/LLM/GenAI,8
6893,Others,9
375,FM/LLM/GenAI for SE,9
1793,Others,8
1706,Others,9
1717,Others,9
1680,Others,9
1598,Others,9
2275,Others,9
4621,Others,9
972,Others,9
2867,Others,9
1235,Others,9
2812,Others,9
4593,Others,9
1870,SE for FM/LLM/GenAI,9
2680,SE for FM/LLM/GenAI,9
428,Others,9
2071,SE for FM/LLM/GenAI,9
5124,Others,9
388,FM/LLM/GenAI for SE,8
4188,Others,9
6529,Others,9
299,Others,9
211,SE for FM/LLM/GenAI,9
4931,Others,9
3410,Others,9
535,Others,9
1236,Others,9
6310,Others,9
5024,Others,9
3413,Others,9
5511,SE for FM/LLM/GenAI,9
6408,Others,9
6906,Others,10
6840,Others,9
3254,Others,9
3577,Others,9
2918,Others,9
3691,Others,9
4071,FM/LLM/GenAI for SE,8
390,SE for FM/LLM/GenAI,8
6933,Others,9
2191,Others,9
2940,Others,9
6650,Others,9
4340,Others,9
5530,Others,9
1922,SE for FM/LLM/GenAI,8
1601,Others,9
1653,FM/LLM/GenAI for SE,9
6828,Others,9
3535,Others,9
1314,SE for FM/LLM/GenAI,9
3037,Others,9
5709,Others,9
6111,Others,9
6261,Others,9
4910,Others,9
4839,Others,9
1650,Others,9
6927,Others,9
3943,SE for FM/LLM/GenAI,8
1284,FM/LLM/GenAI for SE,8
4210,SE for FM/LLM/GenAI,9
2862,Others,9
1809,SE for FM/LLM/GenAI,8
184,SE for FM/LLM/GenAI,8
4459,Others,9
6804,SE for FM/LLM/GenAI,8
4099,Others,9
2281,SE for FM/LLM/GenAI,8
4494,Others,9
3773,Others,9
3564,Others,8
4706,Others,9
4791,Others,9
1336,SE for FM/LLM/GenAI,8
6982,Others,9
3511,Others,9
6317,Others,9
99,SE for FM/LLM/GenAI,8
4549,Others,9
4694,Others,9
7078,SE for FM/LLM/GenAI,9
5622,FM/LLM/GenAI for SE,8
5098,Others,9
1178,Others,8
6228,Others,9
1590,Others,9
29,SE for FM/LLM/GenAI,8
1007,Others,9
544,Others,9
1562,Others,9
1933,Others,9
3431,Others,9
6262,Others,9
129,SE for FM/LLM/GenAI,8
1141,Others,9
4842,FM/LLM/GenAI for SE,9
2905,Others,9
3932,Others,9
154,SE for FM/LLM/GenAI,8
5856,Others,9
3973,Others,9
6620,SE for FM/LLM/GenAI,8
1686,Others,9
1745,SE for FM/LLM/GenAI,9
2143,SE for FM/LLM/GenAI,8
6586,FM/LLM/GenAI for SE,8
3769,Others,9
1834,Others,9
1191,Others,8
4031,Others,9
243,Others,9
254,Others,9
3513,Others,9
1154,SE for FM/LLM/GenAI,8
4803,SE for FM/LLM/GenAI,9
460,Others,9
1583,Others,9
5465,FM/LLM/GenAI for SE,9
2926,Others,9
1769,SE for FM/LLM/GenAI,8
1911,Others,9
7105,Others,9
4991,Others,9
4419,Others,9
2760,Others,9
831,FM/LLM/GenAI for SE,9
165,SE for FM/LLM/GenAI,8
6914,Others,9
4208,Others,9
5659,Others,9
3032,SE for FM/LLM/GenAI,8
1346,SE for FM/LLM/GenAI,8
2250,Others,9
4797,Others,9
164,SE for FM/LLM/GenAI,9
4045,Others,9
1565,Others,9
3212,SE for FM/LLM/GenAI,9
3895,SE for FM/LLM/GenAI,9
5482,Others,9
1129,SE for FM/LLM/GenAI,8
1551,FM/LLM/GenAI for SE,9
566,Others,9
1771,Others,9
3827,Others,9
6246,FM/LLM/GenAI for SE,8
2227,SE for FM/LLM/GenAI,8
1370,SE for FM/LLM/GenAI,9
247,Others,9
6887,Others,10
1105,Others,8
2476,Others,9
4935,SE for FM/LLM/GenAI,9
7002,Others,9
5239,FM/LLM/GenAI for SE,8
6535,Others,9
4051,Others,9
6712,Others,9
3062,Others,9
1091,SE for FM/LLM/GenAI,8
1737,SE for FM/LLM/GenAI,9
2888,Others,9
2951,SE for FM/LLM/GenAI,9
378,SE for FM/LLM/GenAI,9
5235,Others,9
2341,SE for FM/LLM/GenAI,8
5114,Others,9
7051,SE for FM/LLM/GenAI,8
2082,SE for FM/LLM/GenAI,8
5937,Others,9
1089,SE for FM/LLM/GenAI,8
4389,Others,9
6186,Others,8
1440,Others,9
6456,Others,9
1778,Others,9
5050,Others,9
6316,Others,9
1095,Others,9
4534,FM/LLM/GenAI for SE,9
6590,SE for FM/LLM/GenAI,8
361,FM/LLM/GenAI for SE,8
6172,Others,9
5359,Others,9
1876,SE for FM/LLM/GenAI,8
6791,Others,9
3797,Others,9
2584,SE for FM/LLM/GenAI,9
4076,Others,9
6438,Others,9
2438,SE for FM/LLM/GenAI,8
1301,SE for FM/LLM/GenAI,8
5602,Others,9
3138,SE for FM/LLM/GenAI,9
4393,Others,9
4792,Others,9
1015,Others,9
1387,FM/LLM/GenAI for SE,8
5897,SE for FM/LLM/GenAI,8
4260,Others,9
7107,Others,9
968,SE for FM/LLM/GenAI,8
3723,Others,9
451,Others,9
711,Others,9
6566,Others,8
233,SE for FM/LLM/GenAI,8
3164,Others,9
2367,SE for FM/LLM/GenAI,9
3006,Others,9
4660,SE for FM/LLM/GenAI,9
3738,Others,9
3990,Others,9
5825,FM/LLM/GenAI for SE,8
1622,Others,9
2894,Others,9
4002,Others,9
6925,Others,10
4697,Others,9
4835,Others,9
3289,Others,9
287,Others,9
120,SE for FM/LLM/GenAI,8
1923,SE for FM/LLM/GenAI,8
1329,FM/LLM/GenAI for SE,8
3371,Others,9
6177,Others,9
2753,Others,9
4555,Others,9
1201,Others,9
6124,Others,9
3728,Others,9
2387,SE for FM/LLM/GenAI,9
5195,Others,9
369,FM/LLM/GenAI for SE,9
6000,FM/LLM/GenAI for SE,8
4370,Others,9
3774,Others,9
1787,SE for FM/LLM/GenAI,8
4276,Others,9
65,SE for FM/LLM/GenAI,8
1437,SE for FM/LLM/GenAI,9
4080,Others,9
6087,Others,9
92,SE for FM/LLM/GenAI,8
5495,Others,9
3721,Others,9
759,FM/LLM/GenAI for SE,9
1261,SE for FM/LLM/GenAI,8
553,Others,9
6889,Others,9
3468,Others,9
3185,Others,9
4591,Others,9
4529,Others,9
6273,Others,9
2931,Others,9
4451,Others,9
3305,Others,9
192,FM/LLM/GenAI for SE,8
689,SE for FM/LLM/GenAI,8
592,Others,9
5717,Others,9
5398,Others,9
5837,Others,9
4518,SE for FM/LLM/GenAI,9
4307,Others,9
4478,Others,9
413,FM/LLM/GenAI for SE,8
3911,Others,9
4885,Others,9
3988,Others,9
3335,Others,9
6870,Others,10
4558,Others,9
1290,Others,9
1761,FM/LLM/GenAI for SE,8
1493,Others,9
4090,SE for FM/LLM/GenAI,9
362,SE for FM/LLM/GenAI,9
761,Others,9
6378,FM/LLM/GenAI for SE,9
6867,Others,9
3583,Others,9
3977,Others,9
4218,Others,9
3407,Others,9
945,SE for FM/LLM/GenAI,8
731,FM/LLM/GenAI for SE,9
4374,Others,9
4853,Others,9
2581,SE for FM/LLM/GenAI,8
6629,Others,9
4775,Others,9
3325,Others,9
2991,Others,9
1228,Others,9
396,FM/LLM/GenAI for SE,8
69,Others,9
6349,Others,9
6233,Others,9
309,SE for FM/LLM/GenAI,9
6654,Others,9
6912,Others,9
4718,Others,9
4832,Others,9
5714,SE for FM/LLM/GenAI,8
6841,Others,9
3563,Others,9
1246,FM/LLM/GenAI for SE,8
2571,SE for FM/LLM/GenAI,9
6536,Others,9
3238,Others,9
7040,Others,9
5418,FM/LLM/GenAI for SE,9
837,SE for FM/LLM/GenAI,8
6608,Others,9
6046,FM/LLM/GenAI for SE,9
4142,SE for FM/LLM/GenAI,8
4722,Others,9
709,FM/LLM/GenAI for SE,9
1719,Others,9
3887,Others,9
1014,Others,9
2836,SE for FM/LLM/GenAI,8
1047,SE for FM/LLM/GenAI,8
6286,Others,9
1679,Others,9
5141,Others,9
3698,SE for FM/LLM/GenAI,8
2025,Others,9
4445,Others,9
4504,Others,9
1227,Others,9
2096,Others,9
2234,Others,9
516,SE for FM/LLM/GenAI,9
3643,SE for FM/LLM/GenAI,8
2802,Others,9
807,SE for FM/LLM/GenAI,8
2844,Others,9
4012,FM/LLM/GenAI for SE,9
6859,Others,9
2801,Others,9
7075,Others,9
1818,Others,9
3162,Others,9
4034,Others,9
2633,SE for FM/LLM/GenAI,9
3572,SE for FM/LLM/GenAI,8
1043,Others,9
2292,Others,9
6983,Others,9
5171,Others,9
417,Others,9
49,Others,9
6483,Others,9
10,SE for FM/LLM/GenAI,8
223,Others,9
4345,Others,9
