id,title,link,company,snippet,area
6446,SAP BTP Partner Hands-on Excellence Program Workshop for Partners on SAP Datasphere. - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-btp-partner-hands-on-excellence-program-workshop-for-partners-on-sap/ba-p/13636663,SAP,"Mar 13, 2024 ... SAP Business Technology Platform · SAP Datasphere. Software Product · SAP ... Enterprise Automation: Deep Dive into the new Generative AI capabilities! in ...",Others
2988,Deliver Amazon QuickSight pixel-perfect reports to non-QuickSight users,https://aws.amazon.com/blogs/business-intelligence/deliver-amazon-quicksight-paginated-reports-to-non-quicksight-users/,Amazon,"Sep 22, 2023 ... Improve speed and reduce cost for generative AI workloads with a persistent semantic cache in Amazon MemoryDB ... Let's consider a fictional software as a ...",Others
2230,Accelerating Drug Discovery at Receptor.AI with NVIDIA BioNeMo Cloud APIs,https://developer.nvidia.com/blog/accelerating-drug-discovery-at-receptor-ai-with-nvidia-bionemo-cloud-apis/,Nvidia,"Feb 14, 2024 ... Using foundation models for protein folding ... Large Language Models. Predict Protein Structures and Properties with Biomolecular Large Language Models ...",Others
6963,Wholesale Telecom Sales is Getting More Complex. Here's How AI ...,https://www.salesforce.com/blog/wholesale-telecom-sales/,Salesforce,"May 31, 2024 ... Software-Defined Vehicle (SDV) ... Explore related content by topic. Digital Transformation · Future of Work · Communications · AI · Generative AI · Sales ...",Others
3838,Caylent: Helping customers modernize Microsoft SQL Server with purpose-built databases on AWS,https://aws.amazon.com/blogs/modernizing-with-aws/caylent-modernize-microsoft-sql-server-with-purpose-built-databases-on-aws/,Amazon,"Dec 21, 2023 ... Jhosemar: One of our customers, a post-sale customer support software ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
3090,Transitioning from Migration to Modernization on the Cloud | AWS ...,https://aws.amazon.com/blogs/mt/transitioning-from-migration-to-modernization-on-the-cloud/,Amazon,"Oct 6, 2023 ... Modernization is a combination of modern technologies, cloud-native architectures, software ... What is Generative AI? AWS Cloud Security · What's New · Blogs ...",Others
4639,Autoscaling Kubernetes workloads with KEDA using Amazon Managed Service for Prometheus metrics,https://aws.amazon.com/blogs/mt/autoscaling-kubernetes-workloads-with-keda-using-amazon-managed-service-for-prometheus-metrics/,Amazon,"Apr 16, 2024 ... This solution demonstrate several AWS integration with open source software to create an automated scaling pipeline. ... What is Generative AI? AWS Cloud ...",Others
406,Improve Amazon Bedrock Observability with Amazon CloudWatch AppSignals,https://aws.amazon.com/blogs/mt/improve-amazon-bedrock-observability-with-amazon-cloudwatch-appsignals/,Amazon,"4 days ago ... ... Large Language Models (LLMs). Specifically, customers want visibility into ... Agents orchestrate interactions between foundation models (FMs), data sources, ...",SE for FM/LLM/GenAI
2774,Optimizing AdTech end-user experiences Using Amazon CloudWatch Internet Monitor,https://aws.amazon.com/blogs/networking-and-content-delivery/optimizing-adtech-end-user-experiences-using-amazon-cloudwatch-internet-monitor/,Amazon,"Aug 25, 2023 ... ... Software Enterprise Management. Akhil Aendapally-pic.jpeg. Akhil Aendapally ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press ...",Others
6393,SAP Security Configuration Recommendations - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/sap-security-configuration-recommendations/ba-p/13589086,SAP,"Feb 2, 2024 ... Finally, we introduced the requirement for a standardized security recommendation documentation in our software development lifecycle, targeting major SAP cloud ...",Others
605,AI Edge Torch: High Performance Inference of PyTorch Models on Mobile Devices,https://developers.googleblog.com/en/ai-edge-torch-high-performance-inference-of-pytorch-models-on-mobile-devices/,Google,"May 14, 2024 ... ... LLMs and custom models – all on-device. This is the first of a series of ... TFLite Delegates are add-on software modules that help accelerate execution on GPUs ...",SE for FM/LLM/GenAI
680,Perform product analysis with generative AI and BigQuery | Google ...,https://cloud.google.com/blog/products/data-analytics/perform-product-analysis-with-generative-ai-and-bigquery,Google,"May 7, 2024 ... Using BigQuery object tables, we analyze unstructured Cloud Storage data with generative AI models and join the results with BigQuery structured data.",SE for FM/LLM/GenAI
3206,iFood modernizes its financial middleware to event-driven architecture,https://aws.amazon.com/blogs/industries/ifood-modernizes-its-financial-middleware-to-event-driven-architecture/,Amazon,"Oct 17, 2023 ... Ricardo Marques is a Senior Solutions Architect at AWS, with 15+ years of experience in software development, creating scalable solutions, cloud native and ...",Others
2361,Enhanced DU Performance and Workload Consolidation for 5G/6G with NVIDIA Aerial CUDA-Accelerated RAN,https://developer.nvidia.com/blog/enhanced-du-performance-and-workload-consolidation-for-5g-6g-with-aerial-cuda-accelerated-ran/,Nvidia,"Apr 22, 2024 ... The types of workloads that can provide monetization opportunities for telco include generative AI and large language model (LLM)–based, multi-access edge ...",Others
342,Why AWS Partners Are Excited About the Latest Innovations in Generative AI on AWS,https://aws.amazon.com/blogs/apn/why-aws-partners-are-excited-about-the-latest-innovations-in-generative-ai-on-aws/,Amazon,"Sep 6, 2023 ... Partners Recognize the Business Value in Generative AI on AWS · Agents for Amazon Bedrock Increases Efficiency and Accuracy · New AWS Foundation Models Increase ...",SE for FM/LLM/GenAI
2992,A Cloud-Native Environment for Distributed Automotive Software Development,https://aws.amazon.com/blogs/industries/a-cloud-native-environment-for-distributed-automotive-software-development/,Amazon,"Sep 26, 2023 ... He thrives in accelerating the software development cycle of automotive software through the cloud, especially with Generative AI and Infrastructure-as-Code.",Others
6369,Focused Build SP13: New Features in Requirements to Deploy(R2D) Fiori Apps - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/focused-build-sp13-new-features-in-requirements-to-deploy-r2d-fiori-apps/ba-p/13571865,SAP,"Dec 27, 2023 ... Software Product Function. View products (3) ... Simplifying SAP Implementations with Generative AI Innovations in Technology Blogs by Members Saturday ...",Others
6672,Architecting Hyper-Scalable Infrastructure for AI and ML-Driven Fintech with Oracle Globally Distributed Database,https://blogs.oracle.com/database/post/architecting-hyperscalable-infrastructure-for-ai-and-mldriven-fintech-with-oracles-globally-distributed-database,Oracle,"May 17, 2024 ... ... software modules. With a mature Globally Distributed Database, full SQL ... GenAI RAG Likes Explicit Relationships: Use Graphs! Phil Cannata | 11 min ...",SE for FM/LLM/GenAI
4294,Higher education institutions broaden learning opportunities with AWS Professional Services,https://aws.amazon.com/blogs/publicsector/higher-education-institutions-broaden-learning-opportunities-with-aws-professional-services/,Amazon,"Feb 28, 2024 ... Each of the third-party EdTech software as a service (SaaS) integrations require hundreds of hours for development. ... What is Generative AI? AWS Cloud ...",Others
249,Beyond the hype: 5 early adopter creators reflect on the future of generative AI,https://blog.adobe.com/en/publish/2023/12/08/beyond-hype-5-early-adopter-creators-reflect-future-generative-ai,Adobe,"Dec 8, 2023 ... But as with all disruptive technologies, generative AI also raises new concerns for the community. ... software and puts himself in the shoes of a child ...",Others
2375,Measuring the GPU Occupancy of Multi-stream Workloads | NVIDIA ...,https://developer.nvidia.com/blog/measuring-the-gpu-occupancy-of-multi-stream-workloads/,Nvidia,"Apr 19, 2024 ... ... Generative AI(428). Networking(273). Recommenders / Personalization(123) ... Tod Courtney is a senior HPC software engineer on the NVIDIA Nsight Systems team.",Others
731,9 ways developer productivity gets a boost from generative AI - IBM ...,https://www.ibm.com/blog/developer-productivity/,IBM,"Mar 6, 2024 ... By analyzing large codebases, generative AI can assist software development teams in identifying and even automatically fixing bugs. ... large language models ...",FM/LLM/GenAI for SE
4984,"Enhance image search experiences with Amazon Personalize, Amazon OpenSearch Service, and Amazon Titan Multimodal Embeddings in Amazon Bedrock",https://aws.amazon.com/blogs/machine-learning/enhance-image-search-experiences-with-amazon-personalize-amazon-opensearch-service-and-amazon-titan-multimodal-embeddings-in-amazon-bedrock/,Amazon,"May 29, 2024 ... Maysara Hamdan is a Partner Solutions Architect based in Atlanta, Georgia. Maysara has over 15 years of experience in building and architecting Software ...",SE for FM/LLM/GenAI
1397,Ampere Computing and Wallaroo.AI expand advanced AI options to OCI,https://blogs.oracle.com/cloud-infrastructure/post/ampere-computing-and-wallarooai-expand-advanced-ai-options-to-oracle-cloud-infrastructure-oci,Oracle,"Sep 25, 2023 ... ... large language models (LLMs) like ChatGPT, GPUs might not be the most cost ... Thanks to the benefits of the Wallaroo.ai platform, the extra software ...",SE for FM/LLM/GenAI
4508,Improve healthcare services through patient 360: A zero-ETL approach to enable near real-time data analytics,https://aws.amazon.com/blogs/big-data/improve-healthcare-services-through-patient-360-a-zero-etl-approach-to-enable-near-real-time-data-analytics/,Amazon,"Mar 27, 2024 ... Applications such as front-desk software, which are used to schedule ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
5409,Enhance your SAP Observability using Amazon Managed Prometheus and Grafana,https://aws.amazon.com/blogs/awsforsap/enhance-your-sap-observability-using-amazon-managed-prometheus-and-amazon-managed-grafana/,Amazon,"Jul 15, 2024 ... ... software updates for Prometheus and Grafana. In this post, we discussed how ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press ...",Others
6434,What are business accelerators? - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/what-are-business-accelerators/ba-p/13607794,SAP,"Feb 16, 2024 ... Knowledge graphs for LLM grounding and avoiding hallucination in Technology Blogs by SAP 2 hours ago; Selection of multiple row value as a concatenated ...",Others
3893,American Tower private network using hybrid infrastructure | AWS ...,https://aws.amazon.com/blogs/industries/american-tower-private-network-using-hybrid-infrastructure/,Amazon,"Jan 8, 2024 ... Under the shared responsibility model, AWS is responsible for the hardware and software that run AWS services. ... What is Generative AI? AWS Cloud ...",Others
4783,AWS Inferentia and AWS Trainium deliver lowest cost to deploy Llama 3 models in Amazon SageMaker JumpStart,https://aws.amazon.com/blogs/machine-learning/aws-inferentia-and-aws-trainium-deliver-lowest-cost-to-deploy-llama-3-models-in-amazon-sagemaker-jumpstart/,Amazon,"May 2, 2024 ... They not only reduce the time and expense involved in training and deploying large language models (LLMs) ... Foundation models are onboarded and maintained from ...",SE for FM/LLM/GenAI
1617,Retail Data Strategy for Reaching Loyal Shoppers | Salesforce,https://www.salesforce.com/blog/retail-data-strategy/,Salesforce,"Jun 27, 2024 ... Drive a lifetime of loyalty. Explore automotive solutions · OEM · Dealer/Retailers · Captive · Software-Defined Vehicle (SDV) ... Use generative AI for one-of-a- ...",Others
5585,Documenting the use of Amazon EC2 Auto Scaling groups in DoD,https://aws.amazon.com/blogs/publicsector/documenting-the-use-of-amazon-ec2-auto-scaling-groups-in-dod/,Amazon,"Jul 31, 2024 ... ... software list; mapping the machine hostname to the network IP. When using ... What is Artificial Intelligence (AI)? · What is Generative AI? What is ...",Others
1015,Meeting the moment: combating AI deepfakes in elections through today’s new tech accord,https://blogs.microsoft.com/on-the-issues/2024/02/16/ai-deepfakes-elections-munich-tech-accord/,Microsoft,"Feb 16, 2024 ... Software Software. Windows Apps · AI · Outlook · OneDrive · Microsoft Teams ... New generative AI tools make it possible to create realistic and convincing ...",Others
1329,The Power Duo: SAP HANA Cloud and SAP Datasphere Enabling IDA & Gen-AI Driven Solutions - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/the-power-duo-sap-hana-cloud-and-sap-datasphere-enabling-ida-amp-gen-ai/ba-p/13712028,SAP,"May 24, 2024 ... ... Generative AI Hub. With the required ... To further improve the intelligence of our recommendation system, we integrate Large Language Models (LLMs).",SE for FM/LLM/GenAI
1440,Introducing New Oracle Cloud VMware Solution Compute Shapes to Accelerate Cloud Migration,https://blogs.oracle.com/cloud-infrastructure/post/oracle-cloud-vmware-solution-summer24-release,Oracle,"Jun 26, 2024 ... ... software development. To get started, check out the NVIDIA GPU-optimized ... Deploying DBRX LLMs on Oracle Cloud Infrastructure with NVIDIA NIM and Delta Sharing.",Others
2473,Introducing Grouped GEMM APIs in cuBLAS and More Performance Updates,https://developer.nvidia.com/blog/introducing-grouped-gemm-apis-in-cublas-and-more-performance-updates/,Nvidia,"Jun 12, 2024 ... ... LLMs With TensorRT-LLM for Text Generation; SDK: cuBLASLt; SDK ... LLM Techniques: Inference Optimization. Mastering LLM Techniques: Inference Optimization ...",SE for FM/LLM/GenAI
5567,IBM & Red Hat on AWS,https://aws.amazon.com/blogs/ibm-redhat/,Amazon,"Aug 1, 2024 ... Customers in regulated industries often need to avoid using external software registries and long-term credentials to comply with regulatory requirements.",Others
5009,Implementing Zero Trust Security: A Practical Approach for SMBs,https://aws.amazon.com/blogs/smb/implementing-zero-trust-security-a-practical-approach-for-smbs/,Amazon,"May 31, 2024 ... Outdated systems and software: Due to financial constraints, SMBs often ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
1134,Making Plans with Semantic Kernel: Implementing the Microsoft Graph Plugin,https://devblogs.microsoft.com/semantic-kernel/making-plans-with-semantic-kernel-implementing-the-microsoft-graph-plugin/,Microsoft,"Apr 23, 2024 ... ... LLM can associate and understand the purpose of this Native Function. We can ... Hi all, Testing is an integral part of the software development process.",SE for FM/LLM/GenAI
5188,Engineering Resilient Systems: BMW Group's Chaos Engineering ...,https://aws.amazon.com/blogs/industries/engineering-resilient-systems-bmw-groups-chaos-engineering-journey-and-insights/,Amazon,"Jun 26, 2024 ... ... software infrastructure that is designed to withstand dynamic conditions and cyber threats. ... What is Generative AI? AWS Cloud Security · What's New · Blogs ...",Others
260,"For Dasha Wagner, experimentation is the driving force of creativity",https://blog.adobe.com/en/publish/2024/04/25/for-dasha-wagner-experimentation-driving-force-creativity,Adobe,"Apr 25, 2024 ... But it was Adobe's creative software that empowered Dasha to finally pursue ... Similarly, the generative AI features in Adobe Photoshop have sped up ...",Others
1700,Vitesco Technologies | Decisive Focus on Cloud | Accenture,https://www.accenture.com/us-en/insights/industrial/people-meet-thomas-buck,Accenture,"Nov 27, 2023 ... The new automotive industry fast lane is software‐defined: The vehicle of the ... generative AI, digital twin technology and other emerging solutions.",Others
493,VALID: A perceptually validated virtual avatar library for inclusion and diversity,http://research.google/blog/valid-a-perceptually-validated-virtual-avatar-library-for-inclusion-and-diversity/,Google,"Dec 7, 2023 ... Human I/O: Detecting situational impairments with large language models. Generative AI ·; Human-Computer Interaction and Visualization ·; Natural Language ...",Others
1552,"Top 5 Enterprise LLM Issues, and How to Solve Them | Salesforce",https://www.salesforce.com/blog/enterprise-llm/,Salesforce,"Jan 30, 2024 ... You've Got an Enterprise LLM – Now What? · What is a large language model? Large language models (LLMs) are a type of AI that can generate human-like responses ...",Others
2184,Enhancing Phone Customer Service with ASR Customization,https://developer.nvidia.com/blog/enhancing-phone-customer-service-with-asr-customization/,Nvidia,"Jan 9, 2024 ... Adding latency at the start of the conversation gives even less time when calling the large language models (LLM) or text-to-speech (TTS) models. ... LLMs ...",SE for FM/LLM/GenAI
3089,Strategizing Mainframe Scheduler Migration to AWS | AWS Cloud ...,https://aws.amazon.com/blogs/mt/strategizing-mainframe-scheduler-migration-to-aws/,Amazon,"Oct 6, 2023 ... ... software vendor – (semi-automated approach). In this pattern the vendor ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
2214,Benchmarking Camera Performance on Your Workstation with NVIDIA Isaac Sim,https://developer.nvidia.com/blog/benchmarking-camera-performance-on-your-workstation-with-nvidia-isaac-sim/,Nvidia,"Jan 22, 2024 ... ... Generative AI(430). Networking(273). Recommenders / Personalization(124) ... Foundation Models(3). Audio / Speech Synthesis(42). Automatic Mixed Precision ...",Others
4339,Untangling Your Organizational Hairball: How to Increase Local Autonomy,https://aws.amazon.com/blogs/enterprise-strategy/untangling-your-organizational-hairball-how-to-increase-local-autonomy/,Amazon,"Mar 7, 2024 ... In large organizations' complex ecosystems of software development, two types of dependencies are common: technical and organizational. ... What is Generative AI?",Others
2581,Accelerate AI Infrastructure Using an NVIDIA BlueField-3 DPU Integration with DDN Storage,https://developer.nvidia.com/blog/accelerate-ai-infrastructure-using-an-nvidia-bluefield-3-dpu-integration-with-ddn-storage/,Nvidia,"Jul 23, 2024 ... ... generative AI. The integration enhances multi-tenancy, amplifies operational ... software components during the boot process, preventing tampering or unauthorized ...",SE for FM/LLM/GenAI
7014,40 Marketing Quotes To Inspire You and Your Team - Salesforce,https://www.salesforce.com/blog/marketing-quotes/,Salesforce,"Jul 29, 2024 ... Software-Defined Vehicle (SDV) · Automotive Pricing · Communications. Back ... What are Large Language Models (LLMs)?. 6 min read. A woman reads the label of ...",Others
2852,Automate Packet Acceleration configuration using DPDK on Amazon EKS,https://aws.amazon.com/blogs/industries/automate-packet-acceleration-configuration-using-dpdk-on-amazon-eks/,Amazon,"Sep 5, 2023 ... VPP is a popular packet processing software that has support of DPDK for the packet processing. ... What is Generative AI? AWS Cloud Security · What's New ...",Others
4987,Quickly adopt new AWS features with the Terraform AWS Cloud Control provider,https://aws.amazon.com/blogs/devops/quickly-adopt-new-aws-features-with-the-terraform-aws-cloud-control-provider/,Amazon,"May 30, 2024 ... Let's take an example of a recently introduced service, Amazon Q Business, a fully managed, generative AI ... Software engineering and management hats. He ...",Others
927,Azure OpenAI Service Launches GPT-4 Turbo and GPT-3.5-Turbo-1106 Models,https://techcommunity.microsoft.com/t5/ai-azure-ai-services-blog/azure-openai-service-launches-gpt-4-turbo-and-gpt-3-5-turbo-1106/ba-p/3985962,Microsoft,"Nov 17, 2023 ... ... software systems. This is a highly ... Skilling: Fundamentals of Generative AI training and Develop Generative AI Solutions with Azure OpenAI Service.",SE for FM/LLM/GenAI
1188,"Research Focus: Week of June 10, 2024 - Microsoft Research",https://www.microsoft.com/en-us/research/blog/research-focus-week-of-june-10-2024/,Microsoft,"Jun 12, 2024 ... ... generative AI evaluation framework designed by researchers at Microsoft to automatically evaluate creative responses from large language models (LLMs). ... LLM's ...",SE for FM/LLM/GenAI
1707,Global Capability Centers as Reinvention Engines | Accenture,https://www.accenture.com/us-en/insights/operations/global-capability-centers-reinvention-engines,Accenture,"May 28, 2024 ... ... Software and Platforms Travel US Federal Government Utilities ... To realize generative AI's potential and thrive, companies must fundamentally reinvent how they ...",Others
6308,Top 10 takeaways #SAPTeched 2023 - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/top-10-takeaways-sapteched-2023/ba-p/13575117,SAP,"Nov 28, 2023 ... ). SAP is embracing concepts and practices of Generative AI (GenAI) and. ... The world is ripe with several large language models (LLMs). With SAP ...",SE for FM/LLM/GenAI
1381,"Accelerate innovation with enterprise data, OCI Generative AI, and enhanced security",https://blogs.oracle.com/datawarehousing/post/adb-accelerate-innovation-with-select-ai-and-oci-generative-ai,Oracle,"Jan 23, 2024 ... ... generative AI. Autonomous Database Select AI is the key capability that makes it simple to integrate large language models (LLMs) with your database ...",SE for FM/LLM/GenAI
3306,Deploying Level 4 Digital Twin Self-Calibrating Virtual Sensors on AWS,https://aws.amazon.com/blogs/hpc/deploying-level-4-digital-twin-self-calibrating-virtual-sensors-on-aws/,Amazon,"Oct 30, 2023 ... In this post, we use a Modelica-based model created using Maplesoft's MapleSim simulation and engineering design software. ... What is Generative AI? AWS ...",SE for FM/LLM/GenAI
2833,The newest AWS Heroes are here – September 2023 | AWS News ...,https://aws.amazon.com/blogs/aws/the-newest-aws-heroes-are-here-september-2023/,Amazon,"Sep 6, 2023 ... ... GenAI Solution Day. Brian H. Hough– Boston, USA. DevTools Hero Brian H. Hough is the founder of the Tech Stack Playbook®, a software engineering firm serving ...",Others
309,Scenario Diffusion helps Zoox vehicles navigate safety-critical situations,https://www.amazon.science/blog/scenario-diffusion-helps-zoox-vehicles-navigate-safety-critical-situations,Amazon,"Feb 20, 2024 ... ... Generative AI with Large Language Models (LLMs) and Applied Machine Learning (ML). As part of our AI team in Amazon AWS, you will work alongside ...",SE for FM/LLM/GenAI
3118,Revolutionizing SAP Payment Reconciliation with EPI-USE ERP PAY on AWS,https://aws.amazon.com/blogs/apn/revolutionizing-sap-payment-reconciliation-with-epi-use-erp-pay-on-aws/,Amazon,"Oct 6, 2023 ... Software-as-a-service (SaaS) applications, as well as SAP, are used to ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
2763,Organize your IoT software packages and versions using AWS IoT Software Package Catalog,https://aws.amazon.com/blogs/iot/organize-your-iot-software-packages-and-versions-using-aws-iot-software-package-catalog/,Amazon,"Aug 25, 2023 ... End-to-end software package and version management using AWS IoT Software Package Catalog ... What is Generative AI? AWS Cloud Security · What's New · Blogs ...",Others
5347,Build secure multi-party computation (MPC) wallets using AWS Nitro Enclaves,https://aws.amazon.com/blogs/database/build-secure-multi-party-computation-mpc-wallets-using-aws-nitro-enclaves/,Amazon,"Jul 11, 2024 ... ... software development lifecycle, secure dependency management, threat ... What is Artificial Intelligence (AI)? · What is Generative AI? What is Machine ...",Others
4009,How three IT experts built AWS skills to tap into the power of generative AI,https://aws.amazon.com/blogs/training-and-certification/three-it-experts-skills-generative-ai/,Amazon,"Jan 26, 2024 ... ... generative AI and large language models (LLMs) quickly and irrevocably into the public's consciousness. Over the past year, the world's largest companies ...",Others
3784,How The Fresh Market achieved 18.7x engagement rates with shoppable livestreaming,https://aws.amazon.com/blogs/industries/how-the-fresh-market-achieved-18-7x-engagement-rates-with-shoppable-livestreaming/,Amazon,"Dec 14, 2023 ... ... software development kit (SDK). Firework on AWS: Scalable and reliable ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
2689,Scaling intelligent document processing workflows with AWS AI services,https://aws.amazon.com/blogs/publicsector/scaling-intelligent-document-processing-workflows-aws-ai/,Amazon,"Aug 10, 2023 ... He has over 18 years of software development and architecture experience and holds a graduate degree in computer science. ... What is Generative AI? AWS ...",SE for FM/LLM/GenAI
6174,4 reasons to leverage SAP Build Process Automation and SAP Integration Suite,https://community.sap.com/t5/technology-blogs-by-sap/4-reasons-to-leverage-sap-build-process-automation-and-sap-integration/ba-p/13572215,SAP,"Aug 25, 2023 ... Software Product · SAP Build Apps. Additional Software Product · SAP Build ... LLM Fine-tuning in Technology Blogs by SAP Wednesday; Revolutionizing “New ...",Others
1775,"adidas and Covision Media Use AI, NVIDIA RTX to Create Photorealistic 3D Content",https://blogs.nvidia.com/blog/covision-adidas-rtx-ai/,Nvidia,"Sep 5, 2023 ... In addition to NUREG's expertise in logistics, styling and scanning, the studio provides its own software ... Large Language Models. Stay up to date on the ...",Others
5171,Application Continuity for Oracle workloads with Amazon RDS Custom for Oracle,https://aws.amazon.com/blogs/database/application-continuity-for-oracle-workloads-with-amazon-rds-custom-for-oracle/,Amazon,"Jun 20, 2024 ... Two RDS Custom for Oracle instances in an Oracle Active Data Guard configuration and an EC2 instance with Oracle 19c client software to serve as the observer as ...",Others
5341,Strategies for achieving least privilege at scale – Part 2 | AWS ...,https://aws.amazon.com/blogs/security/strategies-for-achieving-least-privilege-at-scale-part-2/,Amazon,"Jul 9, 2024 ... A software developer generally understands the intent of the applications ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
3563,Disaster Recovery (DR) Failover to the Disconnected Edge | AWS ...,https://aws.amazon.com/blogs/mt/disaster-recovery-dr-failover-to-the-disconnected-edge/,Amazon,"Nov 22, 2023 ... Leveraging AWS services based on Open Source Software (OSS) or Commercial Off the Shelf (COTS) software that can run locally on EC2 instances can mitigate this ...",Others
3384,How Vox Media Automates SaaS Security Risk Controls with DoControl,https://aws.amazon.com/blogs/apn/how-vox-media-automates-saas-security-risk-controls-with-docontrol/,Amazon,"Nov 6, 2023 ... The expansion of software-as-a-service (SaaS) applications is an ongoing ... What is Generative AI? AWS Cloud Security · What's New · Blogs · Press Releases ...",Others
6615,Going to Oracle DatabaseWorld at CloudWorld?,https://blogs.oracle.com/dbstorage/post/going-to-oracle-databaseworld-at-cloudworld,Oracle,"Sep 11, 2023 ... LRN3255 Oracle Database In-Memory: Getting Started and Best Practices Andy Rivenes 09-20 Wednesday, 1-1:45pm. LRN1412 Enabling Generative AI with Oracle ...",Others
29,"New Class of Accelerated, Efficient AI Systems Mark the Next Era of Supercomputing",https://blogs.nvidia.com/blog/efficient-ai-supercomputers-sc23/,Nvidia,"Nov 13, 2023 ... All will use the expanded parallelism to run a full stack of accelerated software for generative AI, HPC and hybrid quantum computing. ... large language model ( ...",SE for FM/LLM/GenAI
566,"Meet Pixel 8 and Pixel 8 Pro, our newest phones",https://blog.google/intl/en-ca/products/devices-services/meet-pixel-8-and-pixel-8-pro-our-newest-phones/,Google,"Oct 4, 2023 ... These phones are packed with first-of-their-kind features, all powered by Google Tensor G3. And they'll get seven years of software updates, including Android ...",Others
