id,category,confidence
6695,Others,8
3601,SE for FM/LLM/GenAI,7
31,SE for FM/LLM/GenAI,6
6492,SE for FM/LLM/GenAI,6
5383,Others,10
2715,Others,10
3840,Others,10
6754,Others,10
3084,Others,8
4468,Others,10
1071,SE for FM/LLM/GenAI,7
3400,SE for FM/LLM/GenAI,9
3524,Others,10
6477,SE for FM/LLM/GenAI,8
6539,Others,10
1351,SE for FM/LLM/GenAI,8
1126,Others,8
4922,Others,10
1337,FM/LLM/GenAI for SE,9
6498,Others,8
6731,Others,10
4248,Others,10
4367,SE for FM/LLM/GenAI,9
2349,Others,8
6834,Others,10
219,Others,10
4414,Others,10
3991,Others,8
4949,Others,10
6451,Others,10
3453,Others,8
3939,Others,8
1857,Others,9
4918,Others,8
61,SE for FM/LLM/GenAI,8
4712,Others,8
4239,Others,10
6578,Others,10
5744,Others,7
3731,Others,10
1245,SE for FM/LLM/GenAI,8
927,Others,8
5762,Others,10
6355,Others,8
7068,SE for FM/LLM/GenAI,7
5261,Others,10
4176,Others,10
1273,SE for FM/LLM/GenAI,7
3807,Others,10
6309,Others,8
6392,Others,10
276,Others,9
157,FM/LLM/GenAI for SE,8
6487,Others,10
487,Others,8
5167,Others,10
4062,Others,10
569,Others,8
74,SE for FM/LLM/GenAI,6
5973,Others,8
151,SE for FM/LLM/GenAI,8
3181,Others,10
212,Others,8
4556,Others,10
1797,Others,8
7047,Others,8
1635,Others,10
128,SE for FM/LLM/GenAI,9
4462,Others,10
9,SE for FM/LLM/GenAI,8
6343,Others,10
2575,SE for FM/LLM/GenAI,8
5373,Others,8
2928,Others,10
6328,Others,10
2178,Others,8
456,Others,8
1621,Others,8
2393,Others,8
6463,Others,10
3487,Others,10
3846,Others,10
4737,Others,7
818,Others,7
1342,Others,8
4525,Others,7
6845,Others,10
6519,SE for FM/LLM/GenAI,8
3556,Others,10
2706,Others,10
3267,Others,10
3383,Others,10
6406,Others,10
1585,Others,8
73,SE for FM/LLM/GenAI,9
6585,FM/LLM/GenAI for SE,8
5321,FM/LLM/GenAI for SE,9
2162,Others,8
4175,Others,10
7086,Others,8
45,SE for FM/LLM/GenAI,8
3340,Others,10
1369,Others,6
3229,Others,10
4437,Others,10
1183,SE for FM/LLM/GenAI,8
2557,Others,10
3217,Others,10
5257,Others,10
3967,Others,10
307,Others,9
2782,Others,10
4238,Others,10
4359,SE for FM/LLM/GenAI,8
5702,Others,8
1024,Others,8
430,SE for FM/LLM/GenAI,8
3934,Others,10
3239,Others,10
2511,Others,8
2838,Others,8
576,Others,10
5572,Others,10
6347,Others,10
2301,Others,10
3760,Others,10
3571,SE for FM/LLM/GenAI,8
5188,Others,10
1997,Others,8
1175,Others,8
5625,FM/LLM/GenAI for SE,8
3066,Others,10
921,SE for FM/LLM/GenAI,8
6098,Others,8
6375,Others,10
6299,Others,10
1573,Others,10
2243,Others,10
5412,Others,10
3633,Others,10
2577,SE for FM/LLM/GenAI,8
4008,Others,10
6550,Others,8
4567,Others,10
3949,Others,10
6634,Others,7
4285,Others,10
1169,SE for FM/LLM/GenAI,8
737,SE for FM/LLM/GenAI,9
4659,Others,10
3861,Others,10
4855,SE for FM/LLM/GenAI,8
6188,Others,8
5808,Others,10
4730,Others,10
1705,Others,9
1185,Others,8
207,SE for FM/LLM/GenAI,9
6893,Others,10
375,FM/LLM/GenAI for SE,8
1793,Others,8
1706,Others,8
1717,Others,8
1680,Others,8
1598,Others,8
2275,Others,10
4621,Others,10
972,Others,10
2867,Others,10
1235,Others,10
2812,Others,10
4593,Others,8
1870,SE for FM/LLM/GenAI,6
2680,SE for FM/LLM/GenAI,8
428,Others,7
2071,Others,10
5124,Others,10
388,FM/LLM/GenAI for SE,8
4188,Others,10
6529,Others,10
299,Others,10
211,SE for FM/LLM/GenAI,8
4931,Others,10
3410,Others,10
535,Others,8
1236,Others,8
6310,Others,10
5024,Others,10
3413,Others,8
5511,SE for FM/LLM/GenAI,8
6408,Others,8
6906,Others,10
6840,Others,10
3254,Others,10
3577,Others,10
2918,Others,10
3691,Others,10
4071,Others,8
390,SE for FM/LLM/GenAI,8
6933,Others,8
2191,Others,10
2940,Others,10
6650,Others,8
4340,Others,10
5530,Others,10
1922,Others,7
1601,Others,8
1653,FM/LLM/GenAI for SE,8
6828,Others,10
3535,Others,10
1314,SE for FM/LLM/GenAI,8
3037,Others,10
5709,Others,8
6111,Others,8
6261,Others,10
4910,Others,10
4839,Others,10
1650,Others,10
6927,Others,8
3943,Others,8
1284,Others,8
4210,SE for FM/LLM/GenAI,9
2862,Others,10
1809,SE for FM/LLM/GenAI,8
184,SE for FM/LLM/GenAI,9
4459,Others,9
6804,SE for FM/LLM/GenAI,8
4099,Others,10
2281,Others,8
4494,Others,10
3773,Others,10
3564,Others,10
4706,Others,10
4791,Others,10
1336,SE for FM/LLM/GenAI,8
6982,Others,8
3511,Others,10
6317,Others,10
99,SE for FM/LLM/GenAI,9
4549,Others,10
4694,Others,10
7078,SE for FM/LLM/GenAI,8
5622,SE for FM/LLM/GenAI,7
5098,Others,10
1178,Others,7
6228,Others,10
1590,Others,8
29,SE for FM/LLM/GenAI,8
1007,Others,10
544,Others,9
1562,Others,8
1933,Others,10
3431,Others,10
6262,Others,8
129,Others,8
1141,Others,8
4842,Others,7
2905,Others,10
3932,Others,10
154,Others,7
5856,Others,7
3973,Others,10
6620,SE for FM/LLM/GenAI,8
1686,Others,10
1745,SE for FM/LLM/GenAI,8
2143,Others,8
6586,FM/LLM/GenAI for SE,7
3769,Others,10
1834,Others,8
1191,Others,8
4031,Others,10
243,Others,8
254,Others,10
3513,Others,10
1154,SE for FM/LLM/GenAI,8
4803,SE for FM/LLM/GenAI,9
460,Others,8
1583,Others,8
5465,FM/LLM/GenAI for SE,9
2926,Others,8
1769,Others,8
1911,Others,8
7105,Others,10
4991,Others,10
4419,Others,10
2760,Others,10
831,FM/LLM/GenAI for SE,9
165,SE for FM/LLM/GenAI,8
6914,Others,8
4208,Others,10
5659,Others,10
3032,Others,8
1346,Others,8
2250,Others,10
4797,Others,10
164,SE for FM/LLM/GenAI,8
4045,Others,10
1565,SE for FM/LLM/GenAI,6
3212,Others,8
3895,SE for FM/LLM/GenAI,8
5482,Others,10
1129,SE for FM/LLM/GenAI,8
1551,FM/LLM/GenAI for SE,6
566,Others,10
1771,Others,8
3827,Others,8
6246,Others,8
2227,Others,8
1370,SE for FM/LLM/GenAI,9
247,Others,8
6887,Others,10
1105,Others,8
2476,Others,10
4935,SE for FM/LLM/GenAI,8
7002,Others,10
5239,SE for FM/LLM/GenAI,9
6535,Others,10
4051,Others,10
6712,Others,10
3062,Others,10
1091,SE for FM/LLM/GenAI,8
1737,SE for FM/LLM/GenAI,8
2888,Others,10
2951,SE for FM/LLM/GenAI,9
378,SE for FM/LLM/GenAI,8
5235,Others,10
2341,Others,8
5114,Others,10
7051,SE for FM/LLM/GenAI,8
2082,SE for FM/LLM/GenAI,6
5937,Others,10
1089,Others,8
4389,Others,10
6186,Others,7
1440,Others,10
6456,Others,10
1778,Others,8
5050,Others,10
6316,Others,10
1095,Others,8
4534,FM/LLM/GenAI for SE,8
6590,SE for FM/LLM/GenAI,6
361,SE for FM/LLM/GenAI,9
6172,Others,10
5359,Others,8
1876,Others,8
6791,Others,8
3797,Others,8
2584,Others,10
4076,Others,10
6438,Others,10
2438,SE for FM/LLM/GenAI,8
1301,SE for FM/LLM/GenAI,8
5602,Others,10
3138,Others,8
4393,Others,10
4792,Others,10
1015,Others,8
1387,Others,8
5897,Others,7
4260,Others,10
7107,Others,10
968,Others,8
3723,Others,8
451,SE for FM/LLM/GenAI,8
711,Others,10
6566,Others,8
233,Others,7
3164,Others,10
2367,SE for FM/LLM/GenAI,7
3006,Others,10
4660,SE for FM/LLM/GenAI,9
3738,Others,8
3990,Others,10
5825,Others,8
1622,Others,8
2894,Others,10
4002,Others,10
6925,Others,10
4697,Others,10
4835,Others,10
3289,Others,10
287,Others,9
120,SE for FM/LLM/GenAI,9
1923,SE for FM/LLM/GenAI,6
1329,SE for FM/LLM/GenAI,8
3371,Others,10
6177,Others,10
2753,Others,10
4555,Others,10
1201,Others,8
6124,Others,8
3728,Others,10
2387,SE for FM/LLM/GenAI,8
5195,Others,10
369,FM/LLM/GenAI for SE,9
6000,FM/LLM/GenAI for SE,7
4370,Others,10
3774,Others,10
1787,Others,8
4276,Others,10
65,SE for FM/LLM/GenAI,7
1437,Others,7
4080,Others,10
6087,Others,8
92,SE for FM/LLM/GenAI,7
5495,Others,10
3721,Others,10
759,FM/LLM/GenAI for SE,8
1261,SE for FM/LLM/GenAI,9
553,Others,8
6889,Others,10
3468,Others,10
3185,Others,10
4591,Others,10
4529,Others,8
6273,Others,10
2931,Others,10
4451,Others,10
3305,Others,10
192,SE for FM/LLM/GenAI,8
689,Others,8
592,Others,10
5717,Others,8
5398,Others,10
5837,Others,10
4518,SE for FM/LLM/GenAI,8
4307,Others,10
4478,Others,10
413,SE for FM/LLM/GenAI,8
3911,Others,8
4885,Others,10
3988,Others,10
3335,Others,10
6870,Others,10
4558,Others,8
1290,Others,8
1761,FM/LLM/GenAI for SE,8
1493,Others,10
4090,Others,8
362,SE for FM/LLM/GenAI,9
761,Others,10
6378,SE for FM/LLM/GenAI,6
6867,Others,10
3583,Others,8
3977,Others,10
4218,Others,10
3407,Others,10
945,SE for FM/LLM/GenAI,8
731,FM/LLM/GenAI for SE,8
4374,Others,10
4853,Others,8
2581,Others,8
6629,Others,10
4775,Others,10
3325,Others,10
2991,Others,10
1228,Others,8
396,SE for FM/LLM/GenAI,9
69,Others,8
6349,Others,10
6233,Others,8
309,Others,8
6654,Others,10
6912,Others,10
4718,Others,10
4832,Others,10
5714,Others,10
6841,Others,10
3563,Others,10
1246,Others,7
2571,Others,8
6536,Others,8
3238,Others,10
7040,Others,8
5418,FM/LLM/GenAI for SE,8
837,SE for FM/LLM/GenAI,8
6608,Others,10
6046,Others,8
4142,Others,8
4722,Others,10
709,Others,8
1719,Others,8
3887,Others,10
1014,Others,8
2836,SE for FM/LLM/GenAI,7
1047,SE for FM/LLM/GenAI,7
6286,Others,8
1679,Others,8
5141,Others,10
3698,SE for FM/LLM/GenAI,9
2025,Others,10
4445,Others,10
4504,Others,10
1227,Others,9
2096,Others,7
2234,Others,10
516,SE for FM/LLM/GenAI,8
3643,Others,8
2802,Others,10
807,SE for FM/LLM/GenAI,8
2844,Others,10
4012,Others,8
6859,Others,10
2801,Others,10
7075,Others,10
1818,Others,9
3162,Others,10
4034,Others,10
2633,SE for FM/LLM/GenAI,8
3572,Others,8
1043,Others,8
2292,Others,10
6983,Others,10
5171,Others,10
417,Others,8
49,Others,8
6483,Others,10
10,SE for FM/LLM/GenAI,8
223,Others,8
4345,Others,10
4479,Others,10
1822,Others,8
5931,Others,10
5835,Others,10
4053,SE for FM/LLM/GenAI,9
4995,Others,10
6619,Others,10
2735,Others,10
3804,Others,10
41,SE for FM/LLM/GenAI,8
5107,Others,10
1257,SE for FM/LLM/GenAI,8
5828,SE for FM/LLM/GenAI,7
6569,Others,8
1114,Others,8
4227,SE for FM/LLM/GenAI,8
3406,Others,10
5684,Others,10
6,SE for FM/LLM/GenAI,8
3324,Others,10
6417,Others,10
467,SE for FM/LLM/GenAI,9
6247,Others,8
6187,Others,10
2920,Others,10
6470,Others,10
226,Others,8
3961,Others,10
4685,Others,10
1788,Others,10
2744,Others,10
5146,Others,8
4871,Others,8
4723,Others,8
879,SE for FM/LLM/GenAI,8
7021,SE for FM/LLM/GenAI,8
1673,Others,8
905,SE for FM/LLM/GenAI,8
5028,Others,10
3023,Others,10
2507,Others,8
4827,Others,8
2255,SE for FM/LLM/GenAI,8
4919,Others,10
3869,Others,8
6720,Others,10
5207,Others,10
844,Others,9
1009,Others,10
799,Others,8
6218,Others,10
5712,Others,10
4200,Others,7
6123,Others,8
4119,Others,10
2290,Others,10
4379,Others,10
3054,Others,8
2414,Others,8
408,SE for FM/LLM/GenAI,8
5328,SE for FM/LLM/GenAI,8
1048,Others,7
2072,Others,9
1624,Others,8
3975,Others,10
2890,Others,10
3672,Others,8
3372,Others,10
6821,Others,8
5211,Others,10
2893,Others,10
6737,Others,8
6785,Others,8
3734,Others,10
437,SE for FM/LLM/GenAI,8
6026,Others,7
6751,Others,10
4196,SE for FM/LLM/GenAI,9
459,Others,8
1098,SE for FM/LLM/GenAI,7
4177,Others,8
471,Others,8
7005,Others,10
1242,Others,10
3751,SE for FM/LLM/GenAI,8
4990,Others,10
1085,SE for FM/LLM/GenAI,8
1220,Others,10
6447,Others,8
358,SE for FM/LLM/GenAI,9
1269,SE for FM/LLM/GenAI,8
5097,Others,10
1034,Others,10
1415,Others,8
5088,Others,10
6742,Others,10
5724,Others,10
1571,SE for FM/LLM/GenAI,8
3259,Others,10
4013,Others,10
5952,Others,10
28,Others,8
2684,Others,10
3743,Others,10
3395,Others,10
5826,Others,9
4257,Others,10
1124,FM/LLM/GenAI for SE,9
333,FM/LLM/GenAI for SE,9
3244,Others,10
1606,Others,8
4936,Others,8
4818,Others,10
6546,SE for FM/LLM/GenAI,8
1025,Others,8
6945,Others,10
743,SE for FM/LLM/GenAI,8
1593,Others,10
3150,Others,10
7100,SE for FM/LLM/GenAI,8
981,Others,8
452,SE for FM/LLM/GenAI,8
963,Others,10
3964,Others,10
4412,Others,10
942,Others,8
3086,SE for FM/LLM/GenAI,8
3986,Others,10
1033,Others,10
1699,Others,9
3232,Others,10
1844,Others,8
5043,Others,10
1620,Others,8
249,Others,10
532,SE for FM/LLM/GenAI,7
859,Others,7
534,Others,8
3764,Others,10
5798,Others,10
4884,Others,10
2882,Others,10
6863,Others,8
37,SE for FM/LLM/GenAI,8
1276,Others,8
306,SE for FM/LLM/GenAI,8
1173,SE for FM/LLM/GenAI,8
