id,category,confidence,activities,activities_confidence
4418,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '4.5. Model Safety and Compliance']","[8, 4, 4, 3]"
4421,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
4574,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 4]"
113,5. Model Deployment,9,"['5.2. Model Deployment on Device', '2.6. RAG for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6, 6]"
5792,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '4.1. Model Evaluation', '5.5. Model Quantization, Pruning, or Distillation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 6, 5]"
1146,6. System Architecture,9,"['6.1. Model and Prompt Chaining', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.1. Model Evaluation']","[9, 8, 7, 4]"
449,3. Model Fine-Tuning,9,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[9, 7, 8, 6, 5]"
114,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '7.2. Prompt Engineering Techniques', '2.6. RAG for FM/LLM/GenAI']","[9, 7, 8, 7, 4]"
1263,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 8, 5, 5, 5]"
1179,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '7.2. Prompt Engineering Techniques']","[9, 7]"
804,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI']","[8, 7, 6, 5]"
124,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation']","[9, 8, 7, 7, 6]"
204,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6, 5]"
127,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '6.4. Guardrails for FM/LLM/GenAI', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.1. Model Deployment on Cloud', '7.2. Prompt Engineering Techniques']","[9, 8, 8, 7, 7, 7, 6, 6, 6, 5]"
1658,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '4.6. Model Risk and Trust', '6.1. Model and Prompt Chaining']","[9, 8, 7, 6, 5]"
141,4. Evaluation,9,"['4.1. Model Evaluation', '5.5. Model Quantization, Pruning, or Distillation', '5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 6]"
2463,5. Model Deployment,9,"['5.2. Model Deployment on Device', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7]"
745,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 7, 6, 8]"
5666,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7, 5]"
173,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 6]"
863,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 8, 5]"
2532,3. Model Fine-Tuning,9,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6, 6]"
1317,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 8, 7]"
895,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '5.1. Model Deployment on Cloud', '7.2. Prompt Engineering Techniques']","[9, 8, 7, 6]"
6119,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.5. Model Safety and Compliance', '4.2. Testing Strategies for FM/LLM/GenAI Models', '5.3. Model Monitoring', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 7, 3]"
1156,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '4.1. Model Evaluation']","[9, 7, 6]"
2184,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '4.1. Model Evaluation', '2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud']","[9, 8, 8, 7, 6]"
3763,8. Others,10,['8.. Others'],[10]
3606,2. Data Management,3,['2.5. Specialized Databases for FM/LLM/GenAI'],[3]
650,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[8, 6]"
3928,5. Model Deployment,10,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[10, 9, 7, 8]"
1277,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '7.2. Prompt Engineering Techniques', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 7, 6]"
4272,3. Model Fine-Tuning,9,"['* 3.4. CPU-Optimized Model Training', '4.1. Model Evaluation']","[9, 7]"
1377,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 8, 8, 7]"
5796,8. Others,10,['8.. Others'],[10]
6150,6. System Architecture,9,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],[9]
4332,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '7.2. Prompt Engineering Techniques']","[9, 8, 5]"
1824,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[9, 7]"
7057,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8]"
2873,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 7, 3]"
105,2. Data Management,8,"['2.1. Dataset Collection', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '5.4. Model Serving and Scaling']","[8, 7, 6, 5]"
1402,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.2. Dataset Cleaning and Preparation']","[9, 8, 6]"
123,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '4.1. Model Evaluation']","[9, 8, 7]"
3132,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.1. Model Evaluation', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7, 6, 5]"
624,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.4. Model Serving and Scaling', '2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.5. Model Safety and Compliance', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7, 7, 6, 3]"
2050,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.2. Model Deployment on Device', '2.1. Dataset Collection', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6, 5]"
3669,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.3. Model Monitoring']","[9, 8, 7]"
3423,2. Data Management,4,"['2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection']","[4, 3]"
2531,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 8, 7, 7]"
6609,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.3. Model Monitoring', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 8, 7, 6]"
4019,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7, 6]"
539,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI']","[8, 7, 7, 4, 4]"
7036,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 7, 6]"
134,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 7, 6, 6, 3]"
4439,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7, 6]"
22,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6]"
1128,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7]"
843,3. Model Fine-Tuning,8,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '2.6. RAG for FM/LLM/GenAI', '4.6. Model Risk and Trust', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[8, 7, 6, 5, 4, 4]"
6688,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.4. Feature Engineering']","[9, 8, 7, 7, 7, 6, 5, 5, 5]"
47,8. Others,10,['8.. Others'],[10]
1756,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 7]"
1298,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']","[9, 8, 7]"
3544,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '6.1. Model and Prompt Chaining']","[9, 9, 8, 7, 7]"
6332,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '4.1. Model Evaluation', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 6, 4]"
1762,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '4.1. Model Evaluation']","[9, 8, 7, 6, 4]"
2370,8. Others,1,['Others'],[1]
3598,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '5.1. Model Deployment on Cloud']","[9, 8, 7]"
131,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '5.2. Model Deployment on Device', '5.2. Model Deployment on Device', '5.3. Model Monitoring', '4.5. Model Safety and Compliance', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 6, 5, 5, 4]"
637,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[9, 7, 3]"
704,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 7, 7, 8, 7, 8, 6]"
2163,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
496,6. System Architecture,6,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[6, 3]"
488,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 4, 5, 4]"
669,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
3306,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.3. Model Monitoring', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 7, 6, 5]"
5308,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']","[9, 8, 7]"
3083,8. Others,10,['8.. Others'],[10]
7101,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7]"
6666,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '5.1. Model Deployment on Cloud', '1.2. Data Requirements Specification']","[9, 8, 7, 4]"
621,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.4. Model Serving and Scaling', '2.1. Dataset Collection']","[9, 7, 7, 7, 5]"
98,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
2150,5. Model Deployment,6,"['5.5. Model Quantization, Pruning, or Distillation', '5.2. Model Deployment on Device', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[6, 7, 3]"
6443,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '7.1. Automated Prompt Generation']","[8, 6]"
7,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models']","[9, 8, 7, 7, 5]"
2544,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '4.1. Model Evaluation', '2.2. Dataset Cleaning and Preparation', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 8, 7, 5]"
381,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7, 7, 4]"
6534,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7]"
1103,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '5.1. Model Deployment on Cloud']","[9, 7, 6]"
2391,8. Others,10,['8.. Others'],[10]
4069,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '7.2. Prompt Engineering Techniques', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 8, 5, 5]"
914,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
2401,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '4.1. Model Evaluation', '2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '5.1. Model Deployment on Cloud']","[8, 8, 7, 6, 6, 5]"
2442,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '5.4. Model Serving and Scaling']","[9, 7, 7]"
4217,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']","[9, 7]"
2451,5. Model Deployment,8,"['5.5. Model Quantization, Pruning, or Distillation', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 9, 9, 7, 7]"
203,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7, 6, 4]"
351,5. Model Deployment,8,"['5.5. Model Quantization, Pruning, or Distillation', '5.1. Model Deployment on Cloud', '4.5. Model Safety and Compliance']","[8, 7, 6]"
4622,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 7]"
175,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.5. Model Quantization, Pruning, or Distillation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 4, 7]"
1096,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 6, 6]"
6671,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 6]"
440,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.4. Guardrails for FM/LLM/GenAI', '4.3. Model Fairness and Bias', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7, 6, 5, 5]"
3033,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.5. Model Safety and Compliance', '4.6. Model Risk and Trust', '6.1. Model and Prompt Chaining', '5.4. Model Serving and Scaling', '1.1. Model Requirements Specification']","[9, 8, 8, 7, 7, 6]"
3878,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 7, 6]"
517,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '6.2. Workflow Orchestration for FM/LLM/GenAI', '4.1. Model Evaluation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6, 3]"
115,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6, 4]"
3670,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
1285,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI', '4.3. Model Fairness and Bias', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6, 6, 3]"
6485,8. Others,10,['8.. Others'],[10]
1879,8. Others,10,['8.. Others'],[10]
2981,3. Model Fine-Tuning,9,"['3.3. Reinforcement Learning from Human Feedback (RLHF)', '5.1. Model Deployment on Cloud', '4.1. Model Evaluation']","[9, 7, 6]"
828,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 8, 7]"
3599,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 5, 6]"
5815,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.4. Feature Engineering', '5.4. Model Serving and Scaling']","[9, 7, 6]"
2620,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 5]"
142,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 6, 6]"
3870,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '5.1. Model Deployment on Cloud', '4.1. Model Evaluation']","[8, 9, 7, 7, 6]"
