id,category,confidence,activities,activities_confidence
863,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation', '2.6. RAG for FM/LLM/GenAI']","[9, 6, 8, 3]"
2532,3. Model Fine-Tuning,10,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[10, 8, 7, 6]"
1317,6. System Architecture,9,"['6. System Architecture', '2.5. Specialized Databases for FM/LLM/GenAI', '3. Model Fine-Tuning']","[9, 8, 7]"
895,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7]"
6119,4. Evaluation,10,"['4.6. Model Risk and Trust', '4.5. Model Safety and Compliance']","[10, 8]"
1156,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '4.6. Model Risk and Trust']","[10, 8, 7]"
2184,3. Model Fine-Tuning,10,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],[10]
3763,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '2.1. Dataset Collection', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '5.3. Model Monitoring']","[9, 4, 3, 3, 4]"
3606,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.1. Dataset Collection']","[9, 7]"
650,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']","[9, 8]"
3928,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']","[9, 8, 4]"
1277,2. Data Management,7,"['2.2. Dataset Cleaning and Preparation', '2.5. Specialized Databases for FM/LLM/GenAI', '6.4. Guardrails for FM/LLM/GenAI']","[7, 6, 5]"
4272,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.5. Specialized Databases for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[8, 4, 5]"
1377,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
5796,5. Model Deployment,10,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[10, 5, 4]"
6150,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8]"
4332,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 6]"
1824,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[9, 6, 7]"
7057,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
2873,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 5, 7]"
105,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '5.4. Model Serving and Scaling', '5.3. Model Monitoring']","[9, 8, 7, 6]"
1402,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.4. Feature Engineering', '5.1. Model Deployment on Cloud']","[8, 7, 5, 6]"
123,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[9, 7, 8, 6, 8]"
3132,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 8]"
624,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 8, 7]"
2050,8. Others,10,['8.. Others'],[10]
3669,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 6]"
3423,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6, 5]"
2531,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 7, 6]"
6609,8. Others,10,['8.. Others'],[10]
4019,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '4.5. Model Safety and Compliance', '5.5. Model Quantization, Pruning, or Distillation', '7.2. Prompt Engineering Techniques']","[9, 7, 5, 4]"
539,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 6, 5]"
7036,5. Model Deployment,9,"['5. Model Deployment', '2. Data Management', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '7. Prompt Engineering']","[9, 7, 6, 6]"
134,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.1. Model Deployment on Cloud']","[9, 7, 6]"
4439,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '2.1. Dataset Collection', '2.5. Specialized Databases for FM/LLM/GenAI']","[8, 7, 6]"
22,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '4.1. Model Evaluation', '5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device']","[9, 8, 7, 7]"
1128,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 7, 8]"
843,5. Model Deployment,8,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud']","[8, 7, 6]"
6688,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 8, 8, 7, 6]"
47,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 6]"
1756,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling']","[9, 7, 5]"
1298,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[9, 7]"
3544,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '7.2. Prompt Engineering Techniques']","[10, 8, 7]"
6332,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 7]"
1762,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.5. Model Quantization, Pruning, or Distillation', '4.2. Testing Strategies for FM/LLM/GenAI Models']","[9, 8, 7]"
2370,8. Others,1,['8.. Others'],[1]
3598,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[9, 3, 8]"
131,5. Model Deployment,10,['5. Model Deployment'],[10]
637,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[9, 8, 7]"
704,5. Model Deployment,10,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[10, 8, 7, 6, 5, 7]"
2163,2. Data Management,10,['2.6. RAG for FM/LLM/GenAI'],[10]
496,8. Others,7,['8.. Others'],[7]
488,8. Others,1,['8.. Others'],[1]
669,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']","[9, 8, 5]"
3306,5. Model Deployment,9,"['5.3. Model Monitoring', '5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']","[9, 8, 7]"
5308,5. Model Deployment,10,"['5.5. Model Quantization, Pruning, or Distillation', '5.4. Model Serving and Scaling', '5.3. Model Monitoring']","[10, 9, 5]"
3083,2. Data Management,9,"['2.2. Dataset Cleaning and Preparation', '2.3. Dataset Labeling and Annotation', '2.5. Specialized Databases for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 9, 8, 8, 5]"
7101,5. Model Deployment,10,['5.1. Model Deployment on Cloud'],[10]
6666,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3. Model Fine-Tuning']","[9, 7]"
621,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 8, 7, 6, 6, 5, 5, 4, 4]"
98,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 6, 5]"
2150,3. Model Fine-Tuning,4,"['3.3. Reinforcement Learning from Human Feedback (RLHF)', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[4, 3, 3]"
6443,8. Others,7,['8.. Others'],[7]
7,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7, 7]"
2544,2. Data Management,9,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.3. Dataset Labeling and Annotation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[9, 8, 7, 9, 8]"
381,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.4. Feature Engineering', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 7, 6, 8, 9]"
6534,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '6.4. Guardrails for FM/LLM/GenAI']","[9, 4, 3]"
1103,6. System Architecture,10,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],[10]
2391,8. Others,2,['8.. Others'],[2]
4069,6. System Architecture,9,"['6.1. Model and Prompt Chaining', '2.4. Feature Engineering', '7.2. Prompt Engineering Techniques']","[9, 7, 8]"
914,8. Others,10,['8.. Others'],[10]
2401,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '4.1. Model Evaluation']","[9, 7, 8, 7]"
2442,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI']","[9, 7, 4]"
4217,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.1. Model Deployment on Cloud']","[9, 4, 7]"
2451,5. Model Deployment,9,"['5. Model Deployment', '6. System Architecture']","[9, 8]"
203,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '2.5. Specialized Databases for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']","[9, 8, 7, 6]"
351,5. Model Deployment,9,"['5.3. Model Monitoring', '5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 7]"
4622,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud']","[9, 5, 7]"
175,3. Model Fine-Tuning,9,"['3. Model Fine-Tuning', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 7]"
1096,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 8, 6, 7]"
6671,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[8, 4, 4]"
440,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '4.6. Model Risk and Trust', '6.4. Guardrails for FM/LLM/GenAI']","[9, 8, 7, 7]"
3033,5. Model Deployment,9,"['5.3. Model Monitoring', '4.5. Model Safety and Compliance', '5.4. Model Serving and Scaling', '4.6. Model Risk and Trust', '5.1. Model Deployment on Cloud']","[9, 8, 7, 7, 6]"
3878,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
517,8. Others,10,['8.. Others'],[10]
115,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '2.5. Specialized Databases for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '6.1. Model and Prompt Chaining']","[9, 8, 7, 7, 6]"
3670,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8, 5, 2]"
1285,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '4.3. Model Fairness and Bias']","[9, 7, 6]"
6485,8. Others,1,['8.. Others'],[1]
1879,2. Data Management,7,"['2.6. RAG for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation', '2.5. Specialized Databases for FM/LLM/GenAI']","[7, 5, 4]"
2981,3. Model Fine-Tuning,10,"['3.3. Reinforcement Learning from Human Feedback (RLHF)', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.6. Model Risk and Trust', '5.1. Model Deployment on Cloud']","[10, 8, 7, 5]"
828,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI']","[10, 8, 7]"
3599,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7]"
5815,2. Data Management,8,"['2.2. Dataset Cleaning and Preparation', '2.5. Specialized Databases for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[8, 7, 6]"
2620,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 8]"
142,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.5. Specialized Databases for FM/LLM/GenAI', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '5.1. Model Deployment on Cloud']","[9, 7, 8, 6]"
3870,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 7]"
4355,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7]"
3207,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']","[9, 8, 5]"
1991,8. Others,7,['8.. Others'],[7]
1293,6. System Architecture,8,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7]"
1170,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.1. Model Deployment on Cloud']","[9, 5, 8]"
1754,5. Model Deployment,9,"['5. Model Deployment', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8]"
205,5. Model Deployment,9,"['5.3. Model Monitoring', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 8, 7]"
4190,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.2. Dataset Cleaning and Preparation', '2.6. RAG for FM/LLM/GenAI']","[9, 6, 4]"
2689,6. System Architecture,8,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[8, 7, 6]"
2948,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[9, 8, 7]"
2785,6. System Architecture,8,"['6.4. Guardrails for FM/LLM/GenAI', '2.4. Feature Engineering', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 6, 7]"
6561,2. Data Management,6,"['2.3. Dataset Labeling and Annotation', '2.2. Dataset Cleaning and Preparation', '2.5. Specialized Databases for FM/LLM/GenAI', '4.1. Model Evaluation']","[6, 8, 9, 8]"
4055,2. Data Management,9,"['2.2. Dataset Cleaning and Preparation', '2.3. Dataset Labeling and Annotation', '2.4. Feature Engineering']","[9, 6, 5]"
2409,3. Model Fine-Tuning,10,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.4. Feature Engineering']","[10, 9, 9, 8]"
638,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '2.5. Specialized Databases for FM/LLM/GenAI', '6.4. Guardrails for FM/LLM/GenAI']","[9, 8, 7, 5]"
148,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '5.5. Model Quantization, Pruning, or Distillation']","[9, 6, 8]"
2247,2. Data Management,10,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[10, 7, 8]"
2395,6. System Architecture,10,"['6.4. Guardrails for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI', '5.3. Model Monitoring', '4.5. Model Safety and Compliance']","[10, 9, 7, 8]"
7032,5. Model Deployment,10,"['5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '5.3. Model Monitoring']","[10, 9, 7]"
870,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques', '5.4. Model Serving and Scaling']","[9, 8, 7, 7, 6]"
4679,8. Others,8,['8.. Others'],[8]
4075,2. Data Management,5,"['2.5. Specialized Databases for FM/LLM/GenAI', '4.5. Model Safety and Compliance', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[5, 4, 6]"
5287,5. Model Deployment,8,"['5.3. Model Monitoring', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[8, 7, 6]"
3436,8. Others,10,['8.. Others'],[10]
109,3. Model Fine-Tuning,10,"['3. Model Fine-Tuning', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.3. Reinforcement Learning from Human Feedback (RLHF)']","[10, 8, 10, 7]"
1965,8. Others,1,['8.. Others'],[1]
1075,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '5.4. Model Serving and Scaling']","[9, 7, 6, 5]"
2654,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud']","[9, 7, 8]"
