id,category,confidence
3565,Others,10
6769,Others,10
5194,Others,10
3554,Others,10
4187,Others,10
3944,Others,10
1317,SE for FM/LLM/GenAI,9
1596,Others,10
7019,Others,10
6427,Others,10
6323,Others,10
3522,Others,10
4368,Others,10
895,SE for FM/LLM/GenAI,10
5238,Others,10
6119,SE for FM/LLM/GenAI,9
6602,Others,10
1021,Others,10
3247,Others,10
6888,Others,10
5047,Others,10
53,SE for FM/LLM/GenAI,9
6560,Others,10
5598,Others,10
1156,SE for FM/LLM/GenAI,9
1218,Others,10
6337,Others,10
3211,Others,10
1856,Others,10
2184,SE for FM/LLM/GenAI,9
3763,SE for FM/LLM/GenAI,10
585,Others,10
4232,Others,10
2816,Others,10
3606,SE for FM/LLM/GenAI,8
650,SE for FM/LLM/GenAI,9
4262,Others,10
4932,Others,10
2366,SE for FM/LLM/GenAI,9
6288,Others,10
1574,Others,10
2796,Others,10
3666,Others,10
6799,Others,10
526,Others,10
3183,Others,10
6745,Others,10
4894,Others,10
5164,Others,10
3928,SE for FM/LLM/GenAI,10
1277,SE for FM/LLM/GenAI,9
3218,Others,10
4272,SE for FM/LLM/GenAI,10
1377,SE for FM/LLM/GenAI,9
5767,Others,10
2891,Others,10
5796,SE for FM/LLM/GenAI,9
3630,Others,10
6150,SE for FM/LLM/GenAI,9
5708,Others,10
2789,Others,10
1833,Others,10
4332,SE for FM/LLM/GenAI,10
2966,Others,10
2728,Others,10
6315,Others,10
1479,Others,10
1824,SE for FM/LLM/GenAI,9
263,Others,10
6479,Others,10
7057,SE for FM/LLM/GenAI,9
2873,SE for FM/LLM/GenAI,10
4550,Others,10
105,SE for FM/LLM/GenAI,9
1402,SE for FM/LLM/GenAI,10
5977,Others,10
4014,Others,10
6342,Others,9
3248,Others,10
4592,Others,10
3700,Others,10
4318,Others,10
123,SE for FM/LLM/GenAI,10
3132,SE for FM/LLM/GenAI,9
7043,Others,10
5190,Others,10
624,SE for FM/LLM/GenAI,10
2050,SE for FM/LLM/GenAI,9
2692,Others,10
2921,Others,10
6434,Others,10
3323,Others,10
4784,Others,10
3669,SE for FM/LLM/GenAI,10
2042,Others,10
218,Others,10
5649,Others,10
1321,FM/LLM/GenAI for SE,10
5310,SE for FM/LLM/GenAI,9
3423,SE for FM/LLM/GenAI,9
6412,Others,9
2531,SE for FM/LLM/GenAI,9
6842,Others,10
3657,Others,10
6814,Others,10
6609,SE for FM/LLM/GenAI,9
4615,Others,10
4019,SE for FM/LLM/GenAI,9
6524,Others,10
539,SE for FM/LLM/GenAI,8
6747,Others,10
7036,SE for FM/LLM/GenAI,9
4691,Others,10
302,Others,10
7085,Others,10
6431,Others,10
4849,Others,10
6210,Others,9
134,SE for FM/LLM/GenAI,10
2776,Others,10
897,FM/LLM/GenAI for SE,10
6593,Others,10
1416,SE for FM/LLM/GenAI,8
498,Others,10
481,Others,10
6611,Others,10
1755,Others,9
6390,Others,10
4336,Others,10
4439,SE for FM/LLM/GenAI,9
3668,FM/LLM/GenAI for SE,10
419,FM/LLM/GenAI for SE,10
5102,Others,10
1644,Others,10
22,SE for FM/LLM/GenAI,9
270,Others,10
64,Others,8
1128,SE for FM/LLM/GenAI,9
843,Others,10
6688,SE for FM/LLM/GenAI,10
3152,Others,10
5217,Others,10
4064,Others,10
6800,Others,10
47,SE for FM/LLM/GenAI,9
1756,SE for FM/LLM/GenAI,9
1298,SE for FM/LLM/GenAI,9
4872,Others,10
565,Others,10
1711,Others,10
5573,Others,10
3135,Others,10
2900,Others,10
3544,SE for FM/LLM/GenAI,10
6329,Others,10
2156,Others,10
6544,Others,10
6332,SE for FM/LLM/GenAI,9
4514,Others,10
3230,Others,10
5591,Others,10
6729,Others,10
3474,Others,10
1762,SE for FM/LLM/GenAI,9
1180,FM/LLM/GenAI for SE,9
4760,Others,10
917,Others,10
2370,SE for FM/LLM/GenAI,10
3598,SE for FM/LLM/GenAI,10
4836,Others,10
1306,FM/LLM/GenAI for SE,8
6481,Others,10
131,SE for FM/LLM/GenAI,9
637,SE for FM/LLM/GenAI,9
4560,Others,10
1074,SE for FM/LLM/GenAI,9
1313,SE for FM/LLM/GenAI,9
704,SE for FM/LLM/GenAI,9
490,Others,10
1592,Others,10
5962,Others,10
2163,SE for FM/LLM/GenAI,10
742,Others,10
4630,Others,10
2518,Others,10
3617,Others,10
3910,Others,10
496,SE for FM/LLM/GenAI,9
2686,Others,10
4866,Others,10
488,SE for FM/LLM/GenAI,10
1729,Others,10
2792,Others,10
669,SE for FM/LLM/GenAI,10
3466,Others,10
4081,Others,10
1632,Others,10
1061,Others,10
5561,Others,10
6135,SE for FM/LLM/GenAI,9
5351,SE for FM/LLM/GenAI,10
3306,SE for FM/LLM/GenAI,10
5308,SE for FM/LLM/GenAI,10
4610,Others,10
1496,Others,10
3083,SE for FM/LLM/GenAI,10
6197,Others,10
6555,Others,10
3303,Others,10
7101,SE for FM/LLM/GenAI,9
1557,Others,10
6666,Others,10
4752,Others,10
2955,Others,10
621,SE for FM/LLM/GenAI,10
98,SE for FM/LLM/GenAI,9
2150,SE for FM/LLM/GenAI,9
1067,Others,10
3777,Others,10
1296,Others,9
6443,SE for FM/LLM/GenAI,7
4800,Others,10
6981,Others,10
1853,Others,10
7,SE for FM/LLM/GenAI,9
5414,Others,10
3985,Others,10
3706,Others,10
4675,Others,10
1969,Others,10
2772,Others,10
6509,Others,10
2092,Others,10
2544,SE for FM/LLM/GenAI,9
381,SE for FM/LLM/GenAI,9
6534,SE for FM/LLM/GenAI,10
1229,Others,10
2015,Others,10
1103,SE for FM/LLM/GenAI,9
3682,Others,10
2997,Others,10
2391,SE for FM/LLM/GenAI,9
4779,Others,10
4606,Others,10
3237,Others,10
7081,SE for FM/LLM/GenAI,8
4069,SE for FM/LLM/GenAI,10
6580,Others,10
2188,SE for FM/LLM/GenAI,8
4877,Others,10
2977,Others,10
914,SE for FM/LLM/GenAI,10
5145,Others,10
2401,SE for FM/LLM/GenAI,9
4757,Others,10
5229,Others,10
1663,Others,10
4671,Others,10
5497,Others,10
2442,SE for FM/LLM/GenAI,10
3098,Others,10
5108,Others,10
950,Others,10
4217,SE for FM/LLM/GenAI,10
2451,SE for FM/LLM/GenAI,9
4970,SE for FM/LLM/GenAI,9
203,SE for FM/LLM/GenAI,10
2062,Others,10
551,Others,10
7083,Others,10
3096,Others,10
1042,Others,10
351,SE for FM/LLM/GenAI,9
4306,Others,10
6515,Others,10
4622,SE for FM/LLM/GenAI,10
586,Others,10
175,SE for FM/LLM/GenAI,10
6665,Others,10
6777,Others,10
567,Others,10
5168,Others,10
6897,Others,10
2868,Others,10
2005,SE for FM/LLM/GenAI,10
454,Others,10
5300,Others,10
4230,Others,10
3642,Others,10
6803,Others,10
1096,SE for FM/LLM/GenAI,9
3820,Others,10
6671,SE for FM/LLM/GenAI,8
4950,Others,10
440,SE for FM/LLM/GenAI,9
3033,SE for FM/LLM/GenAI,10
3878,SE for FM/LLM/GenAI,10
2854,Others,10
1676,Others,10
517,SE for FM/LLM/GenAI,10
4448,Others,10
115,SE for FM/LLM/GenAI,10
3755,Others,10
2459,Others,9
4005,Others,10
6761,Others,10
3670,SE for FM/LLM/GenAI,10
1285,SE for FM/LLM/GenAI,9
3722,Others,10
6972,Others,10
6306,Others,10
3658,Others,10
2246,Others,9
2551,Others,10
3046,SE for FM/LLM/GenAI,9
1330,Others,8
3886,Others,10
2496,Others,10
6415,Others,10
6485,SE for FM/LLM/GenAI,9
1879,SE for FM/LLM/GenAI,9
479,Others,10
3385,Others,10
664,Others,10
6818,Others,10
2981,SE for FM/LLM/GenAI,10
3665,Others,10
5490,Others,10
6794,Others,10
828,SE for FM/LLM/GenAI,9
1600,Others,10
3599,SE for FM/LLM/GenAI,9
6819,Others,10
5177,Others,10
5815,SE for FM/LLM/GenAI,9
2620,SE for FM/LLM/GenAI,9
3290,Others,10
6500,Others,10
7071,Others,10
6367,Others,10
281,Others,10
1149,Others,10
2537,FM/LLM/GenAI for SE,8
4308,Others,10
855,Others,10
1039,Others,10
142,SE for FM/LLM/GenAI,10
5127,FM/LLM/GenAI for SE,10
531,Others,10
4093,Others,10
3870,SE for FM/LLM/GenAI,9
2767,Others,10
3874,Others,10
4355,SE for FM/LLM/GenAI,9
5664,Others,10
3207,SE for FM/LLM/GenAI,10
5765,Others,10
1941,Others,10
1991,SE for FM/LLM/GenAI,8
6384,Others,10
4162,Others,10
527,Others,10
2023,Others,10
2975,Others,10
1293,SE for FM/LLM/GenAI,10
1170,SE for FM/LLM/GenAI,10
6838,Others,10
1754,SE for FM/LLM/GenAI,9
6369,Others,10
5213,Others,10
205,SE for FM/LLM/GenAI,10
6651,Others,10
6065,Others,9
6019,Others,10
265,Others,10
4082,Others,10
4994,Others,10
278,Others,10
6523,Others,9
5046,Others,10
3834,Others,10
4190,SE for FM/LLM/GenAI,9
2689,SE for FM/LLM/GenAI,9
3461,Others,10
4018,Others,10
478,Others,10
2948,SE for FM/LLM/GenAI,9
4624,Others,10
6425,Others,10
6677,Others,10
769,FM/LLM/GenAI for SE,9
835,FM/LLM/GenAI for SE,10
1006,Others,10
2785,Others,10
994,Others,10
4235,Others,10
1648,Others,10
6561,SE for FM/LLM/GenAI,9
4055,SE for FM/LLM/GenAI,9
6251,Others,10
2409,SE for FM/LLM/GenAI,10
3951,Others,10
2901,Others,10
292,Others,10
638,SE for FM/LLM/GenAI,10
902,Others,10
148,SE for FM/LLM/GenAI,10
5698,Others,10
5853,Others,10
2247,SE for FM/LLM/GenAI,9
2395,SE for FM/LLM/GenAI,10
4655,Others,10
225,Others,10
912,Others,10
4870,Others,10
7032,SE for FM/LLM/GenAI,10
870,SE for FM/LLM/GenAI,9
4679,SE for FM/LLM/GenAI,9
4075,SE for FM/LLM/GenAI,9
5287,SE for FM/LLM/GenAI,10
3492,Others,10
5800,Others,10
5969,Others,10
2958,Others,10
1131,Others,10
6141,Others,10
3436,SE for FM/LLM/GenAI,10
109,SE for FM/LLM/GenAI,9
6229,Others,10
3106,SE for FM/LLM/GenAI,9
1965,SE for FM/LLM/GenAI,9
1075,SE for FM/LLM/GenAI,9
4037,Others,10
1304,SE for FM/LLM/GenAI,9
714,Others,10
2654,SE for FM/LLM/GenAI,9
5922,Others,10
7102,Others,10
444,SE for FM/LLM/GenAI,10
110,Others,10
6902,Others,10
7007,Others,10
356,FM/LLM/GenAI for SE,10
6401,Others,10
5493,Others,10
6630,Others,10
632,FM/LLM/GenAI for SE,10
1916,SE for FM/LLM/GenAI,9
4141,Others,10
3235,Others,10
1497,Others,10
3548,SE for FM/LLM/GenAI,9
2842,Others,10
4909,Others,10
4309,Others,10
4733,Others,10
5711,SE for FM/LLM/GenAI,9
342,SE for FM/LLM/GenAI,7
6965,Others,10
4207,SE for FM/LLM/GenAI,9
6786,Others,10
5522,Others,10
4974,Others,10
1631,Others,10
4769,Others,10
6365,Others,10
4696,Others,10
7038,SE for FM/LLM/GenAI,9
4115,Others,10
3396,Others,10
5613,SE for FM/LLM/GenAI,10
1855,Others,10
5498,Others,10
398,SE for FM/LLM/GenAI,9
3705,Others,10
499,SE for FM/LLM/GenAI,9
2696,Others,10
6501,Others,10
1289,FM/LLM/GenAI for SE,9
3702,SE for FM/LLM/GenAI,10
2999,SE for FM/LLM/GenAI,10
6165,Others,10
3882,Others,10
57,SE for FM/LLM/GenAI,9
3349,Others,10
1051,SE for FM/LLM/GenAI,9
6474,Others,10
4189,Others,10
3587,Others,10
4483,Others,10
6695,SE for FM/LLM/GenAI,7
3601,SE for FM/LLM/GenAI,9
31,SE for FM/LLM/GenAI,9
6492,SE for FM/LLM/GenAI,9
5383,Others,10
2715,Others,10
3840,Others,10
6754,Others,10
3084,Others,10
4468,Others,10
1071,SE for FM/LLM/GenAI,9
3400,SE for FM/LLM/GenAI,10
3524,Others,10
6477,SE for FM/LLM/GenAI,9
6539,Others,10
1351,SE for FM/LLM/GenAI,9
1126,Others,10
4922,Others,10
1337,FM/LLM/GenAI for SE,10
6498,FM/LLM/GenAI for SE,9
6731,Others,10
4248,Others,10
4367,SE for FM/LLM/GenAI,10
2349,SE for FM/LLM/GenAI,9
6834,Others,10
219,Others,10
4414,Others,10
3991,Others,10
4949,Others,10
6451,Others,10
3453,Others,9
3939,Others,10
1857,Others,10
4918,Others,10
61,SE for FM/LLM/GenAI,10
4712,Others,10
4239,Others,10
6578,Others,10
5744,Others,10
3731,Others,10
1245,SE for FM/LLM/GenAI,9
927,SE for FM/LLM/GenAI,9
5762,Others,10
6355,SE for FM/LLM/GenAI,7
7068,SE for FM/LLM/GenAI,9
5261,Others,10
4176,Others,10
1273,Others,9
3807,Others,10
6309,Others,8
6392,Others,10
276,Others,10
157,FM/LLM/GenAI for SE,9
6487,Others,10
487,Others,9
5167,Others,10
4062,Others,10
569,Others,10
74,Others,10
5973,Others,10
151,SE for FM/LLM/GenAI,9
3181,Others,10
212,SE for FM/LLM/GenAI,9
4556,Others,10
1797,SE for FM/LLM/GenAI,9
7047,Others,10
1635,Others,10
128,SE for FM/LLM/GenAI,9
4462,Others,10
9,SE for FM/LLM/GenAI,10
6343,Others,10
2575,SE for FM/LLM/GenAI,9
5373,Others,10
2928,Others,10
6328,Others,10
2178,Others,9
456,SE for FM/LLM/GenAI,10
1621,Others,10
2393,Others,10
6463,Others,10
3487,Others,10
3846,Others,10
4737,SE for FM/LLM/GenAI,10
818,Others,9
1342,Others,10
4525,SE for FM/LLM/GenAI,9
6845,Others,10
6519,SE for FM/LLM/GenAI,10
3556,Others,10
2706,Others,10
3267,Others,10
3383,Others,10
6406,Others,10
1585,Others,10
73,SE for FM/LLM/GenAI,8
6585,FM/LLM/GenAI for SE,9
5321,FM/LLM/GenAI for SE,10
2162,SE for FM/LLM/GenAI,8
4175,Others,10
7086,Others,10
45,SE for FM/LLM/GenAI,9
3340,Others,10
1369,SE for FM/LLM/GenAI,9
3229,Others,10
4437,Others,10
1183,Others,10
2557,Others,10
3217,Others,10
5257,Others,10
3967,Others,10
307,Others,10
2782,Others,10
4238,Others,10
4359,SE for FM/LLM/GenAI,9
5702,SE for FM/LLM/GenAI,9
1024,Others,10
430,SE for FM/LLM/GenAI,10
3934,Others,10
3239,Others,10
2511,Others,10
2838,Others,10
576,Others,10
5572,Others,10
6347,Others,10
2301,Others,10
3760,Others,10
3571,SE for FM/LLM/GenAI,9
5188,Others,10
1997,SE for FM/LLM/GenAI,9
1175,Others,10
5625,FM/LLM/GenAI for SE,9
3066,Others,10
921,SE for FM/LLM/GenAI,10
6098,Others,9
6375,Others,10
6299,Others,10
1573,Others,10
2243,SE for FM/LLM/GenAI,9
5412,Others,10
3633,Others,10
2577,SE for FM/LLM/GenAI,9
4008,Others,10
6550,Others,10
4567,Others,10
3949,Others,10
6634,SE for FM/LLM/GenAI,9
4285,Others,10
1169,Others,10
737,SE for FM/LLM/GenAI,9
4659,Others,10
3861,Others,10
4855,SE for FM/LLM/GenAI,9
6188,Others,10
5808,Others,10
4730,Others,10
1705,Others,10
1185,Others,10
207,SE for FM/LLM/GenAI,10
6893,Others,10
375,FM/LLM/GenAI for SE,9
1793,Others,10
1706,Others,10
1717,Others,10
1680,Others,10
1598,Others,10
2275,Others,10
4621,Others,10
972,Others,10
2867,Others,10
1235,Others,10
2812,Others,10
4593,Others,10
1870,SE for FM/LLM/GenAI,9
2680,SE for FM/LLM/GenAI,9
428,Others,9
2071,SE for FM/LLM/GenAI,10
5124,Others,10
388,SE for FM/LLM/GenAI,9
4188,Others,10
6529,Others,10
299,Others,10
211,SE for FM/LLM/GenAI,10
4931,Others,10
3410,Others,10
535,Others,10
1236,Others,10
6310,Others,10
5024,Others,10
3413,Others,10
5511,SE for FM/LLM/GenAI,9
6408,Others,10
6906,Others,10
6840,Others,10
3254,Others,10
3577,Others,10
2918,Others,10
3691,Others,10
4071,Others,9
390,SE for FM/LLM/GenAI,9
6933,Others,10
2191,Others,10
2940,Others,10
6650,Others,10
4340,Others,10
5530,Others,10
1922,SE for FM/LLM/GenAI,9
1601,Others,10
1653,FM/LLM/GenAI for SE,10
6828,Others,10
3535,Others,10
1314,SE for FM/LLM/GenAI,9
3037,Others,10
5709,Others,10
6111,Others,10
6261,Others,10
4910,Others,10
4839,Others,10
1650,Others,10
6927,Others,10
3943,Others,10
1284,SE for FM/LLM/GenAI,10
4210,SE for FM/LLM/GenAI,10
2862,Others,10
1809,SE for FM/LLM/GenAI,9
184,SE for FM/LLM/GenAI,9
4459,Others,10
6804,SE for FM/LLM/GenAI,9
4099,Others,10
2281,SE for FM/LLM/GenAI,10
4494,Others,10
3773,Others,10
3564,SE for FM/LLM/GenAI,10
4706,Others,10
4791,Others,10
1336,SE for FM/LLM/GenAI,8
6982,Others,10
3511,Others,10
6317,Others,10
99,SE for FM/LLM/GenAI,9
4549,Others,10
4694,Others,10
7078,SE for FM/LLM/GenAI,9
5622,SE for FM/LLM/GenAI,9
5098,Others,10
1178,Others,10
6228,Others,10
1590,Others,10
29,SE for FM/LLM/GenAI,8
1007,Others,10
544,Others,9
1562,Others,10
1933,Others,10
3431,Others,10
6262,Others,10
129,SE for FM/LLM/GenAI,10
1141,Others,10
4842,FM/LLM/GenAI for SE,9
2905,Others,10
3932,Others,10
154,SE for FM/LLM/GenAI,10
5856,SE for FM/LLM/GenAI,9
3973,Others,10
6620,SE for FM/LLM/GenAI,10
1686,Others,10
1745,SE for FM/LLM/GenAI,9
2143,SE for FM/LLM/GenAI,10
6586,FM/LLM/GenAI for SE,9
3769,Others,10
1834,Others,10
1191,Others,10
4031,Others,10
243,Others,9
254,Others,10
3513,Others,10
1154,SE for FM/LLM/GenAI,10
4803,SE for FM/LLM/GenAI,10
460,SE for FM/LLM/GenAI,9
1583,Others,10
5465,FM/LLM/GenAI for SE,10
2926,Others,10
1769,Others,9
1911,Others,9
7105,Others,10
4991,Others,10
4419,Others,10
2760,Others,10
831,FM/LLM/GenAI for SE,10
165,SE for FM/LLM/GenAI,9
6914,Others,10
4208,Others,10
5659,Others,10
3032,Others,10
1346,SE for FM/LLM/GenAI,10
2250,Others,10
4797,Others,10
164,SE for FM/LLM/GenAI,9
4045,Others,10
1565,SE for FM/LLM/GenAI,8
3212,SE for FM/LLM/GenAI,10
3895,SE for FM/LLM/GenAI,9
5482,Others,10
1129,SE for FM/LLM/GenAI,9
1551,FM/LLM/GenAI for SE,9
566,Others,10
1771,Others,10
3827,Others,10
6246,SE for FM/LLM/GenAI,8
2227,Others,10
1370,SE for FM/LLM/GenAI,9
247,Others,10
6887,Others,10
1105,SE for FM/LLM/GenAI,9
2476,Others,10
4935,SE for FM/LLM/GenAI,9
7002,Others,10
5239,SE for FM/LLM/GenAI,10
6535,Others,10
4051,Others,10
6712,Others,10
3062,Others,10
1091,SE for FM/LLM/GenAI,10
1737,SE for FM/LLM/GenAI,10
2888,Others,10
2951,SE for FM/LLM/GenAI,10
378,SE for FM/LLM/GenAI,10
5235,Others,10
2341,SE for FM/LLM/GenAI,9
5114,Others,10
7051,SE for FM/LLM/GenAI,9
2082,SE for FM/LLM/GenAI,8
5937,Others,10
1089,SE for FM/LLM/GenAI,9
4389,Others,10
6186,Others,7
1440,Others,10
6456,Others,10
1778,Others,10
5050,Others,10
6316,Others,10
1095,SE for FM/LLM/GenAI,9
4534,FM/LLM/GenAI for SE,10
6590,SE for FM/LLM/GenAI,9
361,SE for FM/LLM/GenAI,10
6172,Others,10
5359,Others,10
1876,SE for FM/LLM/GenAI,9
6791,Others,10
3797,Others,9
2584,SE for FM/LLM/GenAI,9
4076,Others,10
6438,SE for FM/LLM/GenAI,10
2438,SE for FM/LLM/GenAI,9
1301,SE for FM/LLM/GenAI,9
5602,Others,10
3138,SE for FM/LLM/GenAI,9
4393,Others,10
4792,Others,10
1015,Others,10
1387,FM/LLM/GenAI for SE,9
5897,Others,10
4260,Others,10
7107,Others,10
968,SE for FM/LLM/GenAI,9
3723,Others,10
451,Others,10
711,Others,10
6566,Others,9
233,Others,9
3164,Others,10
2367,SE for FM/LLM/GenAI,9
3006,Others,10
4660,SE for FM/LLM/GenAI,10
3738,SE for FM/LLM/GenAI,9
3990,Others,10
5825,Others,10
1622,SE for FM/LLM/GenAI,9
2894,Others,10
4002,Others,10
6925,Others,10
4697,Others,10
4835,Others,10
3289,Others,10
287,Others,10
120,SE for FM/LLM/GenAI,10
1923,Others,10
1329,SE for FM/LLM/GenAI,9
3371,Others,10
6177,Others,10
2753,Others,10
4555,Others,10
1201,Others,10
6124,Others,10
3728,Others,10
2387,SE for FM/LLM/GenAI,10
5195,Others,10
369,FM/LLM/GenAI for SE,10
6000,Others,8
4370,Others,10
3774,Others,10
1787,SE for FM/LLM/GenAI,9
4276,Others,10
65,Others,10
1437,SE for FM/LLM/GenAI,9
4080,Others,10
6087,Others,10
92,SE for FM/LLM/GenAI,9
5495,Others,10
3721,Others,10
759,FM/LLM/GenAI for SE,9
1261,SE for FM/LLM/GenAI,10
553,Others,10
6889,Others,10
3468,Others,10
3185,Others,9
4591,Others,10
4529,Others,10
6273,Others,10
2931,Others,10
4451,Others,10
3305,Others,10
192,SE for FM/LLM/GenAI,9
689,Others,10
592,Others,10
5717,Others,9
5398,Others,10
5837,Others,10
4518,SE for FM/LLM/GenAI,10
4307,Others,10
4478,Others,10
413,SE for FM/LLM/GenAI,10
3911,Others,10
4885,Others,10
3988,Others,10
3335,Others,10
6870,Others,10
4558,Others,9
1290,SE for FM/LLM/GenAI,9
1761,FM/LLM/GenAI for SE,10
1493,Others,10
4090,SE for FM/LLM/GenAI,10
362,SE for FM/LLM/GenAI,10
761,Others,10
6378,FM/LLM/GenAI for SE,10
6867,Others,10
3583,Others,10
3977,Others,10
4218,Others,10
3407,Others,10
945,FM/LLM/GenAI for SE,9
731,FM/LLM/GenAI for SE,10
4374,Others,10
4853,SE for FM/LLM/GenAI,9
2581,SE for FM/LLM/GenAI,9
6629,Others,10
4775,Others,10
3325,Others,10
2991,Others,10
1228,Others,10
396,SE for FM/LLM/GenAI,9
69,Others,10
6349,Others,10
6233,Others,10
309,SE for FM/LLM/GenAI,9
6654,Others,10
6912,Others,10
4718,Others,10
4832,Others,10
5714,SE for FM/LLM/GenAI,9
6841,Others,10
3563,Others,10
1246,Others,9
2571,SE for FM/LLM/GenAI,10
6536,Others,10
3238,Others,10
7040,Others,10
5418,Others,9
837,SE for FM/LLM/GenAI,10
6608,Others,10
6046,Others,10
4142,Others,10
4722,Others,10
709,Others,9
1719,Others,10
3887,Others,10
1014,Others,9
2836,SE for FM/LLM/GenAI,10
1047,Others,9
6286,Others,9
1679,Others,10
5141,Others,10
3698,SE for FM/LLM/GenAI,9
2025,Others,9
4445,Others,10
4504,Others,10
1227,Others,10
2096,SE for FM/LLM/GenAI,8
2234,Others,10
516,SE for FM/LLM/GenAI,9
3643,SE for FM/LLM/GenAI,9
2802,Others,10
807,Others,9
2844,Others,10
4012,FM/LLM/GenAI for SE,9
6859,Others,10
2801,Others,10
7075,Others,10
1818,Others,10
3162,Others,10
4034,Others,10
2633,SE for FM/LLM/GenAI,9
3572,Others,10
1043,Others,10
2292,Others,10
6983,Others,10
5171,Others,10
417,Others,10
49,Others,10
6483,Others,10
10,SE for FM/LLM/GenAI,9
223,Others,10
4345,Others,10
4479,Others,10
1822,Others,10
5931,Others,10
5835,Others,10
4053,SE for FM/LLM/GenAI,10
4995,Others,10
6619,Others,10
2735,Others,10
3804,Others,10
41,SE for FM/LLM/GenAI,9
5107,Others,10
1257,SE for FM/LLM/GenAI,9
5828,FM/LLM/GenAI for SE,9
6569,SE for FM/LLM/GenAI,8
1114,Others,10
4227,SE for FM/LLM/GenAI,9
3406,Others,10
5684,Others,10
6,SE for FM/LLM/GenAI,10
3324,Others,10
6417,Others,10
467,SE for FM/LLM/GenAI,9
6247,Others,10
6187,Others,10
2920,Others,10
6470,Others,10
226,Others,10
3961,Others,10
4685,Others,10
