id,category,confidence,activities,activities_confidence
4421,2. Data Management,9,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.6. RAG for FM/LLM/GenAI']","[9, 8]"
4574,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[9, 7, 7]"
113,5. Model Deployment,9,"['5.2. Model Deployment on Device', '2.1. Dataset Collection', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.1. Model and Prompt Chaining']","[9, 7, 6, 6]"
5792,4. Evaluation,9,"['4.1. Model Evaluation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7, 7]"
1146,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '4.1. Model Evaluation']","[8, 7, 6]"
449,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.4. Feature Engineering']","[9, 6, 5]"
114,7. Prompt Engineering,8,"['7.2. Prompt Engineering Techniques', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[8, 7, 6]"
1263,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection', '5.1. Model Deployment on Cloud']","[9, 7, 6]"
1179,4. Evaluation,9,"['4.1. Model Evaluation', '6.1. Model and Prompt Chaining']","[9, 7]"
804,2. Data Management,9,"['2. Data Management', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '2.6. RAG for FM/LLM/GenAI']","[9, 8, 9, 7]"
124,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7]"
204,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '2.1. Dataset Collection', '6.1. Model and Prompt Chaining', '2.2. Dataset Cleaning and Preparation']","[9, 7, 6, 5, 5]"
127,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[9, 8, 8, 7, 7]"
1658,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '3.3. Reinforcement Learning from Human Feedback (RLHF)']","[9, 8, 7]"
141,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6]"
2463,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '5.1. Model Deployment on Cloud', '7.1. Automated Prompt Generation']","[8, 7, 6, 5]"
745,8. Others,8,['8.. Others'],[8]
5666,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 8, 7]"
173,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 6, 7, 5, 6]"
863,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 8, 8]"
2532,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 8, 8, 8, 8]"
1317,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 6, 6]"
895,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 7]"
6119,8. Others,10,['8.. Others'],[10]
1156,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '4.1. Model Evaluation', '2.1. Dataset Collection']","[9, 7, 6]"
2184,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[9, 6, 5]"
3763,8. Others,10,['8.. Others'],[10]
3606,8. Others,10,['8.. Others'],[10]
650,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[8, 6, 7]"
3928,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 7, 8]"
1277,7. Prompt Engineering,8,"['7.1. Automated Prompt Generation', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[8, 7]"
4272,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '5.1. Model Deployment on Cloud']","[8, 8, 7]"
1377,6. System Architecture,8,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 7, 6]"
5796,8. Others,10,['8.. Others'],[10]
6150,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '2.1. Dataset Collection']","[8, 5]"
4332,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '5.1. Model Deployment on Cloud']","[8, 7]"
1824,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6]"
7057,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[8, 7]"
2873,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[9, 8, 7]"
105,Invalid,8,"['2.1. Dataset Collection', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[8, 7, 6]"
1402,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '2.2. Dataset Cleaning and Preparation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI']","[8, 7, 7, 6]"
123,4. Evaluation,9,"['4.1. Model Evaluation', '5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.2. Testing Strategies for FM/LLM/GenAI Models', '2.1. Dataset Collection']","[9, 7, 6, 6, 5]"
3132,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '4.1. Model Evaluation', '5.1. Model Deployment on Cloud']","[8, 7, 6]"
624,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 7, 6, 6]"
2050,8. Others,10,['8.. Others'],[10]
3669,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 8, 7]"
3423,2. Data Management,8,"['2.1. Dataset Collection', '2.6. RAG for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 6]"
2531,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 6, 6]"
6609,6. System Architecture,9,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 7, 6]"
4019,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 6]"
539,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '2.1. Dataset Collection', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[8, 7, 6, 6]"
7036,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '5.1. Model Deployment on Cloud', '7.1. Automated Prompt Generation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 6, 7, 5, 7]"
134,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']","[9, 8, 7]"
4439,2. Data Management,9,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']","[9, 8, 7, 6]"
22,4. Evaluation,8,"['4.1. Model Evaluation', '5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[8, 7, 7]"
1128,6. System Architecture,8,['6.2. Workflow Orchestration for FM/LLM/GenAI'],[8]
843,2. Data Management,8,"['2. Data Management', '3. Model Fine-Tuning']","[8, 7]"
6688,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '6.1. Model and Prompt Chaining', '2.1. Dataset Collection']","[9, 7, 8, 7, 6]"
47,8. Others,10,['8.. Others'],[10]
1756,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[8, 7, 6, 6]"
1298,2. Data Management,8,"['2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7]"
3544,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '7.2. Prompt Engineering Techniques']","[9, 7]"
6332,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.1. Model and Prompt Chaining']","[9, 6, 5]"
1762,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '4.1. Model Evaluation']","[8, 7, 7]"
2370,2. Data Management,8,"['2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud']","[8, 6, 5]"
3598,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8]"
131,5. Model Deployment,8,"['5. Model Deployment', '6. System Architecture', '3. Model Fine-Tuning']","[8, 7, 6]"
637,2. Data Management,8,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.1. Dataset Collection', '5.1. Model Deployment on Cloud']","[8, 7, 6]"
704,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[9, 8, 8, 8, 7, 7, 7]"
2163,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.5. Specialized Databases for FM/LLM/GenAI']","[9, 6]"
496,2. Data Management,8,"['2.1. Dataset Collection', '4.1. Model Evaluation', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 6, 5]"
488,8. Others,10,['8.. Others'],[10]
669,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 7, 7]"
3306,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '3.3. Reinforcement Learning from Human Feedback (RLHF)', '2.1. Dataset Collection']","[8, 6, 5]"
5308,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling', '5.5. Model Quantization, Pruning, or Distillation', '5.3. Model Monitoring']","[9, 8, 7, 6]"
3083,8. Others,2,['8.. Others'],[2]
7101,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 7]"
6666,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7]"
621,3. Model Fine-Tuning,8,"['3.3. Reinforcement Learning from Human Feedback (RLHF)', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '5.1. Model Deployment on Cloud']","[8, 7, 7, 6]"
98,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[8, 7]"
2150,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.3. Reinforcement Learning from Human Feedback (RLHF)']","[9, 5, 5]"
6443,8. Others,10,['8.. Others'],[10]
7,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '2.1. Dataset Collection', '6.1. Model and Prompt Chaining', '7.1. Automated Prompt Generation']","[8, 8, 7, 6, 5]"
2544,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[9, 7, 6]"
381,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud', '7.1. Automated Prompt Generation']","[8, 7, 7, 6]"
6534,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[8, 7, 7]"
1103,6. System Architecture,9,['6.1. Model and Prompt Chaining'],[9]
2391,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection']","[9, 7]"
4069,6. System Architecture,9,"['6. System Architecture', '7. Prompt Engineering']","[9, 8]"
914,5. Model Deployment,9,"['5.2. Model Deployment on Device', '5.5. Model Quantization, Pruning, or Distillation']","[9, 8]"
2401,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '4.1. Model Evaluation']","[9, 8, 7, 7, 8]"
2442,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.3. Model Monitoring', '6.1. Model and Prompt Chaining']","[9, 7, 6]"
4217,8. Others,10,['8.. Others'],[10]
2451,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.2. Model Deployment on Device', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7, 7, 6]"
203,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 6]"
351,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '4.5. Model Safety and Compliance', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[8, 7, 6, 6]"
4622,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[9, 7]"
175,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[9, 7]"
1096,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '6.1. Model and Prompt Chaining', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 6, 5]"
6671,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.1. Model Evaluation']","[9, 7, 6]"
440,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '4.3. Model Fairness and Bias', '4.5. Model Safety and Compliance', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 7, 6, 6]"
3033,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '4.5. Model Safety and Compliance', '4.1. Model Evaluation']","[8, 7, 6]"
3878,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']","[9, 7]"
517,8. Others,10,['8.. Others'],[10]
115,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 6, 6]"
3670,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 8, 8]"
1285,7. Prompt Engineering,8,"['7.2. Prompt Engineering Techniques', '2.1. Dataset Collection', '4.3. Model Fairness and Bias']","[8, 6, 7]"
6485,8. Others,10,['8.. Others'],[10]
1879,6. System Architecture,8,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '2.1. Dataset Collection']","[8, 7]"
2981,3. Model Fine-Tuning,9,"['3.3. Reinforcement Learning from Human Feedback (RLHF)', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 6]"
828,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '5.1. Model Deployment on Cloud']","[9, 7]"
3599,6. System Architecture,9,"['6.1. Model and Prompt Chaining', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '7.1. Automated Prompt Generation']","[9, 7, 6]"
5815,2. Data Management,8,"['2.1. Dataset Collection', '2.4. Feature Engineering', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[8, 7, 6, 6]"
2620,6. System Architecture,9,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection', '5.1. Model Deployment on Cloud']","[9, 7, 6]"
142,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation', '5.1. Model Deployment on Cloud', '3.3. Reinforcement Learning from Human Feedback (RLHF)']","[9, 7, 6, 8]"
3870,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection', '6.1. Model and Prompt Chaining']","[9, 7, 7]"
4355,6. System Architecture,9,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining', '5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 8, 7, 6]"
3207,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 7, 7]"
1991,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '6.1. Model and Prompt Chaining']","[8, 6, 6, 5]"
1293,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[8, 7, 6]"
1170,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '5.3. Model Monitoring', '5.4. Model Serving and Scaling']","[9, 7, 7]"
1754,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 7]"
205,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI', '4.1. Model Evaluation']","[8, 7, 7]"
4190,2. Data Management,8,"['2.1. Dataset Collection', '2.4. Feature Engineering', '2.5. Specialized Databases for FM/LLM/GenAI']","[8, 7, 6]"
2689,6. System Architecture,7,"['6.1. Model and Prompt Chaining', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']","[7, 6, 5]"
2948,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","[8, 7, 7]"
2785,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7, 7, 6]"
6561,4. Evaluation,8,"['4.1. Model Evaluation', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[8, 7, 7]"
4055,2. Data Management,9,"['2.2. Dataset Cleaning and Preparation', '2.4. Feature Engineering']","[9, 8]"
2409,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']","[9, 8, 8]"
638,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '4.1. Model Evaluation', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 7, 7, 6]"
148,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 6, 5]"
2247,2. Data Management,9,"['2.6. RAG for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']","[9, 6]"
2395,6. System Architecture,9,"['6.1. Model and Prompt Chaining', '6.4. Guardrails for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection']","[9, 8, 7, 6]"
7032,5. Model Deployment,9,"['5.5. Model Quantization, Pruning, or Distillation', '5.3. Model Monitoring']","[9, 7]"
870,7. Prompt Engineering,8,"['7.1. Automated Prompt Generation', '4.1. Model Evaluation', '6.1. Model and Prompt Chaining']","[8, 7, 6]"
4679,3. Model Fine-Tuning,8,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.1. Dataset Collection', '6.1. Model and Prompt Chaining']","[8, 7, 6]"
4075,2. Data Management,8,"['2.1. Dataset Collection', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[8, 7, 7]"
5287,8. Others,10,['8.. Others'],[10]
3436,8. Others,10,['8.. Others'],[10]
109,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.3. Reinforcement Learning from Human Feedback (RLHF)']","[9, 8, 7]"
1965,8. Others,10,['8.. Others'],[10]
1075,6. System Architecture,8,"['6.1. Model and Prompt Chaining', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[8, 7, 6]"
2654,5. Model Deployment,8,"['5. Model Deployment', '3. Model Fine-Tuning', '6. System Architecture']","[8, 7, 6]"
444,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[9, 7]"
1916,6. System Architecture,8,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '4.1. Model Evaluation']","[8, 6]"
3548,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '4.1. Model Evaluation']","[9, 8, 7, 7]"
342,6. System Architecture,8,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '7.1. Automated Prompt Generation']","[8, 7, 6, 6, 5]"
4207,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '4.1. Model Evaluation']","[9, 8]"
7038,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '2.6. RAG for FM/LLM/GenAI', '2.1. Dataset Collection']","[9, 7, 8, 6]"
5613,5. Model Deployment,9,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']","[9, 7]"
398,8. Others,10,['8.. Others'],[10]
499,4. Evaluation,9,"['4.5. Model Safety and Compliance', '4.1. Model Evaluation', '4.2. Testing Strategies for FM/LLM/GenAI Models', '4.3. Model Fairness and Bias']","[9, 8, 8, 7]"
3702,3. Model Fine-Tuning,9,"['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model', '5.1. Model Deployment on Cloud']","[9, 7]"
2999,5. Model Deployment,9,"['5.1. Model Deployment on Cloud', '6.1. Model and Prompt Chaining', '7.2. Prompt Engineering Techniques', '4.1. Model Evaluation']","[9, 8, 7, 6]"
6165,8. Others,10,['8.. Others'],[10]
57,2. Data Management,8,"['2.6. RAG for FM/LLM/GenAI', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","[8, 6]"
1051,6. System Architecture,8,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']","[8, 7, 7]"
6695,5. Model Deployment,8,"['5.1. Model Deployment on Cloud', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']","[8, 7]"
